ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
333,PRESTON ST,K1S 5N4,Ward 14,13,1562,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 6th floor of an 11 storey office building,0,350000,12217,1105070,Construction,2011-08-03
76,GROVE AVE,K1S 3A8,Ward 17,115269,145,ERIC'S CONCRETE & MASONRY SERVICES LTD.,Single,Old Ottawa,Exterior alterations to replace the foundation of a 2 storey detached dwelling,0,80000,962,1105071,Construction,2011-08-03
270,ELGIN ST,K2P 1M2,Ward 14,15558,1-2,CAPITAL ELEVATOR LTD,Office,Old Ottawa,Interior alterations in a 2 storey commercial building (Saralex Medical Inc.),0,44020,48,1105072,Construction,2011-08-03
36,EVERGREEN DR,K2H 6C8,Ward 8,406391,474,"DESJARDINS, ANDRE",Single,Nepean,Interior alterations to finish the basement in a 2 storey detached dwelling,0,15000,1000,1105073,Construction,2011-08-03
740,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
742,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
744,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
746,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
748,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
750,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
752,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
754,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
756,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
758,SANIBEL PRIV,,Ward 8,4M-1415,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Birch 2009 B,Maple 2009 B,Willow 2009 B,Willow 2009 B,Hickory 2009 A,Birch 2009 A,Willow 2009 B,Willow 2009 B,Maple 2009 B,Birch 2009 A",10,988832,13389,1105074,Construction,2011-08-03
62,CORMACK CIRC,,Ward 22,,129,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Yorkville 2007 A reduced nook,1,241490,3307,1105075,Construction,2011-08-03
324,CARP HIGHLANDS CRT,K0A 1L0,Ward 5,4M-1408,9,DOYLE HOMES LTD,Single,West Carleton,Construct a 1 storey detached dwelling with attached garages,1,159375,2125,1105077,Construction,2011-08-03
307,DONALD B. MUNRO DR,K0A 1L0,Ward 5,,17,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct the foundation for a shed relocated onto this location at the rear of a detached dwelling,0,500,338,1105078,Construction,2011-08-03
80,MARKETPLACE AVE,K2J 5G3,Ward 22,4M-1134,,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit-up in a 1 storey commercial building (Spuds Potato Bar and Poutinerie, Unit JB)",0,49600,1488,1105079,Construction,2011-08-03
200,BROXBURN CRES,K2J 0N7,Ward 3,4M-1419,116,TARTAN HOMES CORPORATION,Semi - Detached,Nepean,Construct a 2 storey semi-detached dwelling with attached garage (Models White Cedar 2010 Reverse and FF Magnolia 2010),2,283045,4714,1105080,Construction,2011-08-03
202,BROXBURN CRES,K2J 0N7,Ward 3,4M-1419,116,TARTAN HOMES CORPORATION,Semi - Detached,Nepean,Construct a 2 storey semi-detached dwelling with attached garage (Models White Cedar 2010 Reverse and FF Magnolia 2010),2,283045,4714,1105080,Construction,2011-08-03
369,PAULINE CHARRON PL,K1L 8L6,Ward 12,4M-644,4,CLUB PISCINE,Single,Vanier,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1105081,Pool Enclosure,2011-08-03
340,RICHMOND RD,K0A 1B0,Ward 15,204,,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Interior alterations on the 1st floor of a 2 storey mixed use building ( Lululemon store #240),0,375000,2854,1105082,Construction,2011-08-03
418,RICHMOND RD,K0A 1B0,Ward 15,4M-179,13 - 18,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Tenant fit up on the 1st floor of an 8 storey mixed use building (Clocktower),0,150000,460,1105083,Construction,2011-08-03
1053,CARLING AVE,K1Y 4E9,Ward 15,135079,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Tenant fit-up on the 1st floor in an 8 storey institutional building (Ottawa Civic Hospital),0,800000,15888,1105084,Construction,2011-08-03
1,THORNCLIFF PL,K2H 9N9,Ward 8,403318,340,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations on the 1st floor of a 3 storey institutional building (Thorncliffe Place Retirement Home),0,6000,144,1105085,Construction,2011-08-03
112,SIROCCO CRES,K2S 2E1,Ward 6,4M-1160,133,***CONTRACTOR***,Single,Goulbourn,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1105086,Pool Enclosure,2011-08-03
300,COVENTRY RD,K1K 4P5,Ward 13,5R9338,10,CONTRACTOR,Retail,Old Ottawa,TEMPORARY PERMIT - Erect a temporary tent (greater than 225 m2) for special events - [The Shrine Circus],0,6000,24058,1105087,Construction,2011-08-03
31,INWOOD DR,K2M 1Z4,Ward 23,4M636,124,MAITLAND RESTORATION,Single,Kanata,Construct a deck in the rear yard of a 2 storey detached dwelling,0,2800,237,1105088,Construction,2011-08-03
2180,LISKA ST,K4A 4J8,Ward 19,4M-1119,,***CONTRACTOR***,Rowhouse,Cumberland,Enclosure of an above ground pool in the rear yard of a row dwelling,0,0,0,1105089,Pool Enclosure,2011-08-03
23,NORICE ST,K2G 2X3,Ward 8,522,62,***CONTRACTOR***,Single,Nepean,Interior alterations to add a dormer in a 1.5 storey detached dwelling,0,1400,65,1105090,Construction,2011-08-03
599,WAVELL AVE,K2A 3A7,Ward 15,M29,831,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey addition at the side and rear of a 2 storey detached dwelling,0,115000,1539,1105091,Construction,2011-08-03
2044,CHALMERS RD,K1H 6K5,Ward 18,740,11,"BEAUDOIN, LEVIS",Single,Old Ottawa,Exterior alterations to repair foundation in a 1 storey detached dwelling,0,20000,0,1105092,Construction,2011-08-03
71,CAROLINE AVE,K1Y 0S8,Ward 15,152206,559,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove a 1 storey sunroom and deck and replace with a 1 storey addition and deck at the rear of a 2 storey single family dwelling.,0,70000,836,1105093,Construction,2011-08-04
174,CAMERON AVE,K1S 0X3,Ward 17,133,23,CSC DEVELOPMENTS,Single,Old Ottawa,Construct an addition of a dormer on the roof and interior alterations on the 2nd floor of a 2 storey detached dwelling,0,17000,200,1105094,Construction,2011-08-04
821,AZURE ST,K4A 0T7,Ward 19,4M-1421,,***CONTRACTOR***,Single,Cumberland,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1105095,Pool Enclosure,2011-08-04
1055,YORKS CORNERS RD,,Ward 20,,PT LOT 1,***CONTRACTOR***,Single,Osgoode,Exterior alterations to a 1 storey detached dwelling,0,400,42,1105096,Construction,2011-08-04
343,AMIENS ST,K1E 1N4,Ward 1,4M-27,15,"BAKER, MURRAY",Detached Garage/Shed,Cumberland,Construct a detached garage in the rear yard of a 1 storey detached dwelling,0,15000,468,1105097,Construction,2011-08-04
121,SCOTTWOOD GRV,,Ward 5,4M-768,9,"WAUGH, ALLAN",Single,West Carleton,Construct a deck at the rear of a detached dwelling,0,6500,552,1105098,Construction,2011-08-04
8707,FLEWELLYN RD,K0A 1B0,Ward 21,,3,***CONTRACTOR***,Farm,Goulbourn,Construct a coverall building for farm storage,0,74980,7200,1105099,Construction,2011-08-04
607 A,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
607 B,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
607 C,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
607 D,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
609 A,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
609 B,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
609 C,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
609 D,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
611 A,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
611 B,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
611 C,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
611 D,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
613 A,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
613 B,CHAPMAN MILLS DR,,Ward 22,,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Radcliffe VI 2010 A,Radcliffe VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 A,Gramercy VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 A",16,1450400,20720,1105100,Construction,2011-08-04
