ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
3395,D'AOUST AVE,K1T 4A8,Ward 10,4M-,8,SITECAST CONSTRUCTION CORPORATION,Institutional,Gloucester,Install 3 portable classrooms at the rear of a school (Ecole Gabrielle Roy),0,38650,1440,1305526,Construction,2013-08-01
5799,LOGGERS WAY,,Ward 5,,pt blk F,"SHOOK, KIRK",Single,West Carleton,Interior and exterior alterations to a 1 storey detached dwelling,0,50000,250,1305527,Construction,2013-08-01
169,ANDRE AUDET AVE,K2J 5Z2,Ward 3,,111,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Wildflower 2012 C,1,285983,1924,1305528,Construction,2013-08-01
6,SUTTON PL,K2E 5G2,Ward 9,4M-,129,J. STANEK CONSTRUCTION,Single,Nepean,Construct a 1 storey solarium addition and deck in the rear yard of a 1 storey detached dwelling,0,23782,160,1305529,Construction,2013-08-01
3625,WHITE PINE CRT,K4B 1N4,Ward 19,54,18,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to the main floor of a 2 storey detached dwelling,0,4000,621,1305530,Construction,2013-08-01
4971,WHISPERING WILLOW DR,K4B 1J1,Ward 19,,18,***CONTRACTOR***,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,1305531,Pool Enclosure,2013-08-01
2153,AUBURN RIDGE DR,K1W 1J8,Ward 2,4M-1021,17,***CONTRACTOR***,Single,Gloucester,Construct a staricase on a deck (side yard),0,6500,62,1305532,Construction,2013-08-01
157,HIGHBURY PARK DR,K2J 5Y1,Ward 3,4M-1046,,TARTAN HOMES CORPORATION,Semi - Detached,Nepean,"Construct a 2 Storey Semi - Detached with attached garages  Models: Red Oak 2012,Red Oak 2012",2,621314,4180,1305533,Construction,2013-08-01
159,HIGHBURY PARK DR,K2J 5Y1,Ward 3,4M-1046,,TARTAN HOMES CORPORATION,Semi - Detached,Nepean,"Construct a 2 Storey Semi - Detached with attached garages  Models: Red Oak 2012,Red Oak 2012",2,621314,4180,1305533,Construction,2013-08-01
1188,LONGFIELDS DR,K2J 5X4,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Magna II 2012 D,Astra II 2012 B,Magna II 2012 C,Magna II 2012 D,Astra II 2012 C,Astra II 2012 B",6,1079679,9685,1305534,Construction,2013-08-01
1190,LONGFIELDS DR,K2J 5X4,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Magna II 2012 D,Astra II 2012 B,Magna II 2012 C,Magna II 2012 D,Astra II 2012 C,Astra II 2012 B",6,1079679,9685,1305534,Construction,2013-08-01
1192,LONGFIELDS DR,K2J 5X4,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Magna II 2012 D,Astra II 2012 B,Magna II 2012 C,Magna II 2012 D,Astra II 2012 C,Astra II 2012 B",6,1079679,9685,1305534,Construction,2013-08-01
1194,LONGFIELDS DR,K2J 5X4,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Magna II 2012 D,Astra II 2012 B,Magna II 2012 C,Magna II 2012 D,Astra II 2012 C,Astra II 2012 B",6,1079679,9685,1305534,Construction,2013-08-01
1196,LONGFIELDS DR,K2J 5X4,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Magna II 2012 D,Astra II 2012 B,Magna II 2012 C,Magna II 2012 D,Astra II 2012 C,Astra II 2012 B",6,1079679,9685,1305534,Construction,2013-08-01
1198,LONGFIELDS DR,K2J 5X4,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Magna II 2012 D,Astra II 2012 B,Magna II 2012 C,Magna II 2012 D,Astra II 2012 C,Astra II 2012 B",6,1079679,9685,1305534,Construction,2013-08-01
320,CADRIAN WALK,K2J 5S2,Ward 22,,81,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Dundas 4 2007 C,1,311698,2097,1305535,Construction,2013-08-01
7,HINTON AVE N,K1Y 4P1,Ward 15,4M-157,1314 TO 1320,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Tenant fit-up on the 1st floor of a 2 storey office building (Unit 100, Fuel Industries)",0,150000,4500,1305537,Construction,2013-08-02
1475  -3,STAR TOP RD,K1B 3W5,Ward 11,,24,CONTRACTOR UNKNOWN,Industrial,Gloucester,Exterior alterations to enclose an existing loading dock at the side of a 1 storey building,0,20191,256,1305538,Construction,2013-08-02
725,PARKDALE AVE,,Ward 15,135079,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the main level of a 2 storey hospital - Loeb Building - Medical Education Centre - Phase 1,0,810000,5424,1305539,Construction,2013-08-02
35,SHIRLEY BLVD,K2K 2W6,Ward 7,,1-5,WATERDON CONSTRUCTION,Institutional,Nepean,Construct a 1 storey storage building (National Defence Canada),0,218188,2766,1305540,Construction,2013-08-02
1827,ROSEBELLA AVE,K1T 1G4,Ward 10,326,906 907,MERMAID POOLS (OGILVIE ROAD),Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1305541,Pool Enclosure,2013-08-02
35,SHIRLEY BLVD,K2K 2W6,Ward 7,4M-,1-5,WATERDON CONSTRUCTION,Institutional,Nepean,Construct a 1 storey storage building (National Defence Canada),0,1935,0,1305542,Construction,2013-08-02
2109,HUBBARD CRES,K1J 6L3,Ward 11,806,37,HUBERTS HEATING,Single,Gloucester,Remove and replace a wood burning fireplace in a 1 storey detached dwelling (Basement),0,7000,0,1305543,Construction,2013-08-02
19,MAPLE VIEW CRES,K2G 5J6,Ward 8,4M-517,Pt Lot 22,SUNROOM LIVING,Semi - Detached,Nepean,Construct a 1 storey sunroom addition to a 2 storey detached dwelling (rear yard),0,24566,165,1305544,Construction,2013-08-02
915,ELMSMERE RD,K1J 8H8,Ward 11,,,CONTRACTOR UNKNOWN,Apartment,Gloucester,Alterations to install a ramp in the garage of a high rise condominium,0,7579,108,1305545,Construction,2013-08-02
275,MCELROY DR,K2L 1Y3,Ward 23,896,1163,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1305546,Construction,2013-08-02
80,SHOULDICE CRES,K2L 1M9,Ward 23,879,667,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1305547,Construction,2013-08-02
16,TURRET CRT,K2L 2L1,Ward 23,M220,1383,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1305548,Construction,2013-08-02
1067,LAPORTE ST,K1J 7B3,Ward 11,4M-,17,***CONTRACTOR***,Single,Gloucester,Construct a 1 storey addition and an attached garage on a 2 storey detached dwelling,0,28064,760,1305549,Construction,2013-08-02
29,MORTON DR,K2L 1W9,Ward 23,896,1152,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1305550,Construction,2013-08-02
27,MORTON DR,K2L 1W9,Ward 23,896,1152,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Pumbing Device in a building drain,0,0,0,1305551,Construction,2013-08-02
350,SPARKS ST,K1R 7S8,Ward 14,3922,12 - 15,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 2nd floor of an 18 storey office building (Suite #220),0,100000,6550,1305552,Construction,2013-08-02
100,BAYSHORE DR,K2B 8C1,Ward 7,465465,17,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit up on the 1st floor of a 3 storey retail building (Ben Moss Jewellers, Unit #E-18)",0,180000,1000,1305553,Construction,2013-08-02
102,ROSTAD AVE,K0A 2H0,Ward 5,,41,***CONTRACTOR***,Single,West Carleton,Interior alterations to create bedroom in basement of a one storey detached dwelling,0,7051,190,1305554,Construction,2013-08-02
182,GREY FOX DR,K0A 1L0,Ward 5,4N-908,19,***CONTRACTOR***,,West Carleton,Install an enclosure for a hot tub (rear yard),0,0,0,1305555,Pool Enclosure,2013-08-02
33,MORTON DR,K2L 1W9,Ward 23,896,151,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device in a building drain,0,0,0,1305556,Construction,2013-08-02
1600,BANKFIELD RD,K0A 2E0,Ward 21,,,REBEL TENTS,Other,Nepean,TEMPORARY PERMIT: Erect a temporary tent for a special event (Ottawa Polo Club),0,3500,3200,1305557,Construction,2013-08-02
106,MANION RD,K0A 1L0,Ward 5,M-248,pt lot 11,WHITESTONE DESIGN/BUILD,Single,West Carleton,Construct a 1 storey addition to a 1 storey detached dwelling (side yard),0,7135,48,1305558,Construction,2013-08-02
100,BAYSHORE DR,K2B 8C1,Ward 7,465465,17,CONSTRUCTIONS BUSCH INC,Retail,Nepean,Tenant fit-up on the 2nd storey of a 3 storey retail building (Telus),0,175000,2013,1305559,Construction,2013-08-02
87,MORTON DR,K2L 1X2,Ward 23,896,1091,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device in a building drain,0,0,0,1305560,Construction,2013-08-02
115,FINN CRT,K1V 2C6,Ward 18,4M-1235,78,***CONTRACTOR***,Single,Old Ottawa,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement),1,25000,745,1305561,Construction,2013-08-02
2600,INNES RD,K1B 4Z6,Ward 2,,14,CONTRACTOR UNKNOWN,Mixed,Gloucester,Tenant fit up on the 1st floor of a 2 storey mixed use building (Oxygen Medi-Spa),0,10000,1358,1305562,Construction,2013-08-02
1480,BLACK STALLION WAY,K4P 1P2,Ward 20,949,43,***CONTRACTOR***,Single,Osgoode,Install an enclosure for an above ground pool (rear yard),0,0,0,1305563,Pool Enclosure,2013-08-02
216,MCELROY DR,K2L 1Y1,Ward 23,896,1209,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a protective plumbing device in a building drain,0,0,0,1305564,Construction,2013-08-02
457,MAIN ST,K1S 1E6,Ward 17,261322,84 85,OAKWOOD BUILDERS,Semi - Detached,Old Ottawa,Interior alterations on the 1st floor of a 2 storey dwelling (Kitchen),0,15000,128,1305565,Construction,2013-08-02
140,MIDSUMMER TERR,K1E 3V3,Ward 19,13,,OAKWOOD BUILDERS,Single,Cumberland,Interior alterations on the first floor of a 2 storey dwelling (kitchen),0,25000,195,1305566,Construction,2013-08-02
707,FRASER AVE,K2A 2S1,Ward 15,M98,224,OAKWOOD BUILDERS,Single,Old Ottawa,Interior alterations in kitchen and basement,0,40000,610,1305567,Construction,2013-08-02
275,SLATER ST,K1P 5H9,Ward 14,3922,27 to 31,4TÉ INC.,Mixed,Old Ottawa,Interior alterations on the 19th and 20th floors of a 21 storey mixed use building,0,250000,12077,1305568,Construction,2013-08-02
499,TERRY FOX DR,K2T 1H7,Ward 4,4M-789,,CONTRACTOR UNKNOWN,Retail,Kanata,Exterior alterations to a 1 storey retail building  (LCBO),0,166000,1226,1305569,Construction,2013-08-02
455,DUVERNAY DR,K1E 2N7,Ward 1,50M-63,33,***CONTRACTOR***,Single,Cumberland,Interior/exterior alteration to install a patio door and a window in a detached dwelling,0,3000,10,1305570,Construction,2013-08-02
4,CHERRYWOOD DR,K2H 6G6,Ward 8,425894,797,JUST BASEMENTS,Single,Nepean,Construct a 1 storey addition to a 1 storey detached dwelling (rear yard),0,24526,165,1305571,Construction,2013-08-02
234,FLORENCE ST,K1R 5N6,Ward 14,30671,38,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Repair 2nd floor balcony (front yard),0,6000,64,1305572,Construction,2013-08-02
280,BLAKE BLVD,K1L 6L7,Ward 12,4M-,,CONTRACTOR UNKNOWN,Apartment,Vanier,"Interior alterations on the 1st, 2nd and 3rd floor of a 3 storey apartment building",0,21000,710,1305573,Construction,2013-08-02
2975,LEO LANE,K4C 1A6,Ward 19,4M-,10,***CONTRACTOR***,Single,Cumberland,Raise existing foundation for an existing 1-storey cottage,0,3000,960,1305574,Construction,2013-08-02
3344  -55,UPLANDS DR,K1V 9R9,Ward 16,148,,"GROENEWEG, DIRK",Single,Old Ottawa,Finish the basement in a 2 storey semi detached dwelling,0,14938,679,1305575,Construction,2013-08-02
99,HENDERSON AVE,K1N 7P5,Ward 12,37221,12,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey addition at the rear and interior alteration to convert semi-detached dwelling units to an 8 unit apartment building.,5,274898,6261,1305576,Construction,2013-08-02
103,HENDERSON AVE,K1N 7P5,Ward 12,37221,12,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey addition at the rear and interior alteration to convert semi-detached dwelling units to an 8 unit apartment building.,5,274898,6261,1305576,Construction,2013-08-02
105,KIMBERWICK CRES,K1V 1K7,Ward 16,4M-624,,***CONTRACTOR***,Rowhouse,Old Ottawa,Construct a deck (rear yard),0,6000,340,1305577,Construction,2013-08-02
105,KIMBERWICK CRES,K1V 1K7,Ward 16,4M-624,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Construct a deck (rear yard),0,6000,340,1305577,Construction,2013-08-02
707,WILLOWMERE WAY,K1T 0L6,Ward 22,,,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling,1,437448,2943,1305578,Construction,2013-08-02
102,MARAVISTA DR,K2J 0K7,Ward 3,4M-1335,2,***CONTRACTOR***,Single,Nepean,Install an enclosure for an above ground pool (rear yard),0,0,0,1305579,Pool Enclosure,2013-08-02
769,DUNLOE AVE,K1K 0K3,Ward 13,4M-89,397,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey addition to a 2 storey detached dwelling (rear yard),0,96616,650,1305580,Construction,2013-08-02
160,JAMES ST,K1R 5M5,Ward 14,22855,26,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck (rear yard),0,6500,360,1305581,Construction,2013-08-02
84,FLORA ST,K2P 1A8,Ward 14,30,19,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck (rear yard),0,3500,304,1305582,Construction,2013-08-06
3773,AUTUMNWOOD ST,K1T 2G7,Ward 10,,,***CONTRACTOR***,Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1305583,Pool Enclosure,2013-08-06
1449,GOTH AVE,K1T 1E3,Ward 10,,8,***CONTRACTOR***,Single,Gloucester,Replace deck boards and guardrails on a porch (front yard),0,17837,120,1305584,Construction,2013-08-06
3280,LEITRIM RD,K1T 3Z4,Ward 22,4M-,16,CONTRACTOR UNKNOWN,Institutional,Gloucester,Interior alterations to make facility accessible (Fred Barrett Arena),0,200000,3229,1305585,Construction,2013-08-06
1162,NORMANDY CRES,K2E 5A6,Ward 9,289002,94,VALLEY POOLS AND SPA,Single,Nepean,Install an enclosure for an above ground pool (rear yard),0,0,0,1305586,Pool Enclosure,2013-08-06
3190,GOLIGHTLY TERR,K4C 1A9,Ward 19,M33,3,ABLOOM LANDSCAPE CONTRACTOR INC.,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,1305587,Pool Enclosure,2013-08-06
27,PATHWAY PRIV,K2H 9H5,Ward 8,,20,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove and replace carport (fire damaged) and roof on a 2 storey rowhouse,0,42865,430,1305588,Construction,2013-08-06
637,NORANDA AVE,K1K 0X4,Ward 13,520,22,NORTH COUNTRY SHEDS,Detached Garage/Shed,Old Ottawa,Construct a garage (rear yard),0,28000,480,1305589,Construction,2013-08-06
19,VANIER RD,K2H 7P4,Ward 8,4M-65,11,CONTRACTOR UNKNOWN,Detached Garage/Shed,Nepean,Construct a detached garage (side yard),0,15000,237,1305590,Construction,2013-08-06
37,VANIER RD,K2H 7P6,Ward 8,4M-,,PARKBRIDGE LIFESTYLE COMMUNITES INC,Detached Garage/Shed,Nepean,Construct a detached garage (side yard),0,15000,237,1305591,Construction,2013-08-06
91 /,SWEETLAND AVE,K1N 7T9,Ward 12,4M-42717,PT LOT 20,BUILT BY BELLAGIO INC,Apartment,Old Ottawa,Interior alterations to create a unit in the basement of an apartment building (5 units total),1,40000,1768,1305592,Construction,2013-08-06
379,RIVER RIDGE CRES,K1E 3N4,Ward 1,50M-86,2,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a porch (front yard),0,1200,60,1305593,Construction,2013-08-06
1015,BANK ST,K1S 3W7,Ward 17,26085,17-18,TRINITY DEVELOPMENT GROUP INC.,Retail,Old Ottawa,Construct a 3 storey theater building - Lansdowne Park - (Building C),0,13007304,100926,1305594,Construction,2013-08-06
324,WEST HUNT CLUB RD,K2E 0B7,Ward 9,4M-,28,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant fit-up in a 1 storey retail building - Five Guys Restaurant -Building E2- Unit 3,0,190000,2260,1305595,Construction,2013-08-06
368,BRONSON AVE,K1R 6J3,Ward 14,3459,93,"SMITH, DONALD A.",Retail,Old Ottawa,Interior alterations to convert a print shop into an expanded pizza store.,0,15000,689,1305596,Construction,2013-08-06
25,SINGER PL,K1V 0J3,Ward 16,4M-378,20,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2nd storey deck (rear yard),0,16000,344,1305597,Construction,2013-08-06
135,ROLAND MICHENER DR,K2T 1G7,Ward 4,4M-941,,OTTAWA COMMERCIAL CONTRACTORS LTD.,Retail,Kanata,Interior alterations to a 1 storey restaurant (Boston Pizza),0,100000,1000,1305598,Construction,2013-08-06
340,ALBERT ST,K1R 7Y6,Ward 14,3922,18-21,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior altertions on the 17th floor of a 17 storey office building,0,150000,302,1305599,Construction,2013-08-06
3031,OTTERSON DR,K1V 7B5,Ward 16,564,22,PATTERSON HOMES (OSSO),Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,15000,-1150,1305600,Demolition,2013-08-06
3031,OTTERSON DR,K1V 7B5,Ward 16,564,22,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,490363,3299,1305601,Construction,2013-08-06
141,ABBEYHILL DR,K2L 1H6,Ward 23,809,441,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY:  Install a Protective Plumbing Device on the building drain,0,0,0,1305602,Construction,2013-08-06
195,CLEARVIEW AVE,K1Z 6S1,Ward 15,302828,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to the 14th floor of a 26 storey apartment building to divide a one bedroom unit into 2 bachelor units (Unit 1415 & 1416),1,25000,667,1305603,Construction,2013-08-06
7,SEABROOKE DR,K2L 2H8,Ward 23,M222,1477,PRO FLOW SERVICES INC.,Semi - Detached,Kanata,PLUMBING ONLY:  Install a Protective Plumbing Device on the building drain,0,0,0,1305604,Construction,2013-08-06
1910,ST. LAURENT BLVD,K1G 1A4,Ward 18,643,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to a 1 storey retail building (Loblaws),0,1000000,0,1305605,Construction,2013-08-06
2442,CLOVER ST,K1V 8G5,Ward 17,4M-301,24,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to convert a 2 storey duplex into a triplex,1,30000,653,1305606,Construction,2013-08-06
28,UPNEY DR,K2J 5G7,Ward 3,4M1197,,MERMAID POOLS (OGILVIE ROAD),Single,Nepean,Install an enclosure for a semi inground pool,0,0,0,1305607,Pool Enclosure,2013-08-06
22,SHOULDICE CRES,K2L 1M9,Ward 23,879,657,PRO FLOW SERVICES INC.,Semi - Detached,Kanata,PLUMBING ONLY:  Install a Protective Plumbing Device on the building drain,0,0,0,1305608,Construction,2013-08-06
14,WINCHESTER DR,K2L 2C9,Ward 23,M220,1290,PRO FLOW SERVICES INC.,Semi - Detached,Kanata,PLUMBING ONLY:  Install a Protective Plumbing Device on the building drain,0,0,0,1305609,Construction,2013-08-06
90,MARTIN ST,,Ward 21,D-16,,CONTRACTOR UNKNOWN,Demolition,Goulbourn,Demolish a 2 storey detached dwelling,-1,6000,-1200,1305610,Demolition,2013-08-07
750 A,MALOJA WAY,K2S 0N7,Ward 6,,,MATTAMY (FAIRWINDS) LTD.,Rowhouse,West Carleton,"Construct a block of 7, 2 storey rowhouses",7,1437869,12898,1305611,Construction,2013-08-07
750 B,MALOJA WAY,K2S 0N7,Ward 6,,,MATTAMY (FAIRWINDS) LTD.,Rowhouse,West Carleton,"Construct a block of 7, 2 storey rowhouses",7,1437869,12898,1305611,Construction,2013-08-07
750 C,MALOJA WAY,K2S 0N7,Ward 6,,,MATTAMY (FAIRWINDS) LTD.,Rowhouse,West Carleton,"Construct a block of 7, 2 storey rowhouses",7,1437869,12898,1305611,Construction,2013-08-07
750 D,MALOJA WAY,K2S 0N7,Ward 6,,,MATTAMY (FAIRWINDS) LTD.,Rowhouse,West Carleton,"Construct a block of 7, 2 storey rowhouses",7,1437869,12898,1305611,Construction,2013-08-07
750 E,MALOJA WAY,K2S 0N7,Ward 6,,,MATTAMY (FAIRWINDS) LTD.,Rowhouse,West Carleton,"Construct a block of 7, 2 storey rowhouses",7,1437869,12898,1305611,Construction,2013-08-07
750 F,MALOJA WAY,K2S 0N7,Ward 6,,,MATTAMY (FAIRWINDS) LTD.,Rowhouse,West Carleton,"Construct a block of 7, 2 storey rowhouses",7,1437869,12898,1305611,Construction,2013-08-07
750 G,MALOJA WAY,K2S 0N7,Ward 6,,,MATTAMY (FAIRWINDS) LTD.,Rowhouse,West Carleton,"Construct a block of 7, 2 storey rowhouses",7,1437869,12898,1305611,Construction,2013-08-07
1361,MAXIME ST,K1B 3L2,Ward 11,685,37,***CONTRACTOR***,Single,Gloucester,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement),1,26000,1050,1305612,Construction,2013-08-07
1363,MAXIME ST,K1B 3L2,Ward 11,685,37,***CONTRACTOR***,Single,Gloucester,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement),1,26000,1050,1305613,Construction,2013-08-07
120,COLONNADE RD S,,Ward 9,,28-29,CONTRACTOR UNKNOWN,Office,Nepean,Interior alterations on the 2nd floor of a 2 storey office building (Public Health Agency of Canada),0,15000,2000,1305614,Construction,2013-08-07
66,QUEEN ST,K1P 5C6,Ward 14,3922,25,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to modify existing elevator in a 4 storey office building,0,10000,530,1305615,Construction,2013-08-07
2150,BRAESIDE AVE,K1H 7J5,Ward 18,573,20,SUNROOM LIVING,Single,Old Ottawa,Construct a 1 storey addtion to a 1 storey detached dwelling (Sunroom rear yard),0,24639,166,1305616,Construction,2013-08-07
49,DEERFOX DR,K2J 4V1,Ward 3,4M-1023,3,CONTRACTOR UNKNOWN,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,32914,886,1305617,Construction,2013-08-07
1309,CARLING AVE,K1Z 0A5,Ward 15,4M-,33,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up in unit 22 in a 1 storey Westgate Mall - Canadian Shoe Repair,0,5000,600,1305618,Construction,2013-08-07
1615,ORLEANS BLVD,K1C 7E2,Ward 2,,3 and 4,CONSTRUCTION PREMIERE LTD.,Retail,Gloucester,Construct a canopy at the front entrance of a 1 storey retail building,0,250000,924,1305620,Construction,2013-08-07
349,TERRY FOX DR,K2K 2V6,Ward 4,4M642,,CONTRACTOR UNKNOWN,Office,Kanata,Tenant fit up in a 3 storey office building,0,61000,430,1305621,Construction,2013-08-07
247,RIDGESIDE FARM DR,K2W 1H2,Ward 5,4M1231,31,"DEMERS, ROBERT",Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,1305622,Pool Enclosure,2013-08-07
27,PRITCHARD DR,K2G 1B2,Ward 9,378656,328,***CONTRACTOR***,Single,Nepean,Construct a secondary dwelling in a 1 storey detached dwelling (basement),1,30000,1076,1305623,Construction,2013-08-07
1999,MERIVALE RD,K2G 1G1,Ward 9,4R23262,26,CONTRACTOR UNKNOWN,Demolition,Nepean,Demolish a 1 storey retail building (Car Wash),0,5000,-3600,1305624,Demolition,2013-08-07
1952,SCULLY WAY,K4A 4H1,Ward 19,4M-1129,1,MCI POOLS (OLD HWY 17),Single,Cumberland,Install an enclosure of an inground pool (rear yard),0,0,0,1305625,Pool Enclosure,2013-08-07
1662,ROYAL ORCHARD DR,K4C 1A9,Ward 19,,10,M.C.I. POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1305626,Pool Enclosure,2013-08-07
