ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
3305,DUNNING RD,K0A 3E0,Ward 19,,9,***CONTRACTOR***,Single,Cumberland,"Construct a deck (rear yard, on 2nd floor)",0,8000,786,1303406,Construction,2013-06-03
40,PALSEN ST,K2G 2W4,Ward 8,305587,47,***CONTRACTOR***,Detached Garage/Shed,Nepean,Construct a detached garage (side yard),0,15000,288,1303407,Construction,2013-06-03
2430,HUNTLEY AVE,K1V 8E6,Ward 17,559,3,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Construct an addition to a 1 storey garage (rear),0,3600,392,1303408,Construction,2013-06-03
6116,PEBBLEWOODS DR,K4P 0A1,Ward 20,4M-1403,2,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 2 storey detached dwelling,1,541029,4317,1303409,Construction,2013-06-03
679,ROCKROSE WAY,K1T 0L7,Ward 22,,41,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling,1,404449,2721,1303410,Construction,2013-06-03
119,MANORWOOD CRES,K1T 0L4,Ward 22,,,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,"Construct a 2 Storey Semi - Detached with attached garages  Models: Red Oak 2012,Red Oak 2012",2,621314,4180,1303411,Construction,2013-06-03
121,MANORWOOD CRES,K1T 0L4,Ward 22,,,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,"Construct a 2 Storey Semi - Detached with attached garages  Models: Red Oak 2012,Red Oak 2012",2,621314,4180,1303411,Construction,2013-06-03
54,BY WARD MARKET SQ,K1N 7A2,Ward 12,42482,5-7,BUILDON ENTERPRISE LTD.,Retail,Old Ottawa,Interior alterations to the main floor of a 2 storey retail building (Wine Rack),0,147250,1550,1303412,Construction,2013-06-03
161,RIVERDALE AVE,K1S 1R1,Ward 17,283252,95,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on all floors of a 2 storey detached dwelling,0,60000,1400,1303413,Construction,2013-06-03
3023,OTTERSON DR,K1V 7B5,Ward 16,564,21,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,824169,5545,1303414,Construction,2013-06-03
186,BARROW CRES,K2L 2C7,Ward 23,M211,,CONTRACTOR UNKNOWN,Institutional,Kanata,Interior alterations and construction of a ramp in a 1 storey school (Ecole Roger Saint-Denis),0,272000,3400,1303415,Construction,2013-06-03
735,EASTBOURNE AVE,K1K 0H8,Ward 13,4M-85,339,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove and replace an attached garage and covered porch on a 2 storey detached dwelling (front yard),0,20000,418,1303416,Construction,2013-06-03
546,CARACOLE WAY,K4A 0W2,Ward 19,4M-1459,145,***CONTRACTOR***,Single,Cumberland,Construct a shed (rear yard),0,5800,290,1303417,Construction,2013-06-03
672,TILLBURY AVE,K2A 1A1,Ward 15,M98,199,LAGOIS DRAFTING AND CONSTRUCTION INC.,Single,Old Ottawa,"Construct an addition above existing garage, construct front and rear porches and interior alterations to alter a washroom in a 2 storey detached dwelling",0,64051,660,1303418,Construction,2013-06-03
320,CATHERINE ST,K1R 5T5,Ward 14,30,PT 14 & 15,AAA BUILDING SERVICES,Mixed,Old Ottawa,Interior alterations to alter the walls in a 2 storey mixed use building (retail/office),0,10000,590,1303419,Construction,2013-06-03
339,PLEASANT PARK RD,K1H 5M7,Ward 18,129,123,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the main floor and basement in a 1 storey detached dwelling,0,6500,110,1303420,Construction,2013-06-04
8 A,BEECHWOOD AVE,K1L 8B4,Ward 12,92,,CLARIDGE HOMES (SOMERSET),Retail,Old Ottawa,Interior alterations (tenant fit-up) to the ground floor of a 2 storey retail building,0,55410,592,1303421,Construction,2013-06-04
6790,PEBBLE TRAIL WAY,K4P 0B7,Ward 20,4M-1306,30,***CONTRACTOR***,Single,Osgoode,Finish the basement in a 1 storey detached dwelling,0,40876,1100,1303422,Construction,2013-06-04
140,DEN HAAG DR,,Ward 13,,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Construct an 8 storey, 74 unit apartment building",0,13200000,72079,1303423,Construction,2013-06-04
1162,FIELD ST,K2C 2P8,Ward 8,341791,171,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck (rear yard),0,12000,215,1303424,Construction,2013-06-04
2346,SUMMERSIDE DR,K4M 1B4,Ward 20,,17,CDS BUILDING MOVERS,Demolition,Osgoode,Demolish/Moving a 1 storey detached dwelling,-1,1000,-840,1303425,Demolition,2013-06-04
2500,UPPER DWYER HILL RD,K0A 1L0,Ward 5,,Pt Lots 24 & 25,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey addition and attached garage to a 2 storey detached dwelling (side yard),0,70804,1255,1303426,Construction,2013-06-04
812,VINETTE CRES,K1E 1W9,Ward 1,M18,27,***CONTRACTOR***,Semi - Detached,Cumberland,Exterior alterations to a semi-detached dwelling (transform carport into a garage),0,2000,160,1303427,Construction,2013-06-04
367,MOUNTBATTEN AVE,K1H 5W2,Ward 18,698,10,MALLETTE LANDSCAPING INC,Single,Old Ottawa,Construct a deck (rear yard),0,3500,350,1303428,Construction,2013-06-04
3,PINEVIEW RD,K2L 3G3,Ward 23,,PT LOT 33,MALLETTE LANDSCAPING INC,Single,Kanata,Construct an attached deck (rear yard),0,1260,126,1303429,Construction,2013-06-04
860,BLACKTHORNE AVE,K1K 3Y7,Ward 13,486,16,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to an 8 storey apartrment building,0,110000,633,1303430,Construction,2013-06-04
1111,ORLEANS BLVD,K1C 7C8,Ward 1,M218,,"TURNBULL, RICK",Institutional,Gloucester,Interior alterations to change the plumbing fixtures and flooring in two bathrooms (Orleans United Church),0,6000,176,1303431,Construction,2013-06-04
222,HUNT CLUB PL,,Ward 10,4M-,Part Lot 11 & 12,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up in a 1 storey multi-tenant plaza (Sbarro - Unit #3),0,98000,1362,1303432,Construction,2013-06-04
6402,DEER VALLEY CRES,K4P 0A9,Ward 20,4M-1314,28,***CONTRACTOR***,Single,Osgoode,Construct a deck (rear yard),0,1000,65,1303433,Construction,2013-06-04
176,RIDEAU ST,K1N 5X6,Ward 12,3922,pt lot 20,SQFT CONSTRUCTION,Retail,Old Ottawa,Tenant fit-up on the 1st floor of a 2 storey retail building (Barburrito Restaurant),0,50000,1561,1303434,Construction,2013-06-04
1803,HENNESSY CRES,K4A 3X1,Ward 19,4M-924,,***CONTRACTOR***,Single,Cumberland,Install an enclosure for a hot tub (rear yard),0,0,0,1303435,Pool Enclosure,2013-06-04
3920,2ND LINE RD,K0A 2W0,Ward 20,,S PT LOT 36,"WINTER, ERIC",Demolition,Osgoode,Demolish a barn (rear yard),0,7500,-768,1303436,Demolition,2013-06-04
3920,2ND LINE RD,K0A 2W0,Ward 20,,S PT LOT 36,"WINTER, ERIC",Farm,Osgoode,Construct a storage building (rear yard),0,50000,768,1303437,Construction,2013-06-04
121,GRAINSTONE WAY,K2T 0H4,Ward 5,,140,BRAEBURY HOMES CORPORATION,Single,Kanata,Construct a 2 storey detached dwelling,1,457068,3075,1303438,Construction,2013-06-04
4,HADLEY CRT,K2H 8M6,Ward 8,,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Install an enclosure for a hot tub,0,0,0,1303439,Pool Enclosure,2013-06-04
8430,VICTORIA ST,K0A 2P0,Ward 20,,E PT LOT 21,***CONTRACTOR***,Single,Osgoode,Construct a deck (rear yard),0,5000,430,1303440,Construction,2013-06-04
291,HOYLAKE CRES,K1E 1M1,Ward 1,25,172,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a 1 storey addition at the side of a 1 storey detached dwelling,0,32701,220,1303442,Construction,2013-06-04
326,MACOUN CIR,K1T 0H8,Ward 10,4M-1395,,MERMAID POOLS (OGILVIE ROAD),Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1303443,Pool Enclosure,2013-06-04
8430,VICTORIA ST,K0A 2P0,Ward 20,,E PT LOT 21,MERMAID POOLS (OGILVIE ROAD),Single,Osgoode,Install an enclosure for an above ground pool (rear yard),0,0,0,1303444,Pool Enclosure,2013-06-04
324,RICHMOND RD,K1Z 6X6,Ward 15,277,96,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up to a 1 storey retail building (The Cupcake Lounge),0,40000,1378,1303445,Construction,2013-06-04
2166,SAUNDERSON DR,K1G 2G2,Ward 18,714,26,BELFOR RESTORATION,Single,Old Ottawa,Repair carport at the side of a 1 storey detached dwellilng,0,12000,240,1303446,Construction,2013-06-04
118,AYLMER AVE,K1S 2X9,Ward 17,88559,67,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to a 2 storey detached dwelling (repair foundation),0,70000,900,1303447,Construction,2013-06-04
200,INGERSOLL CRES,K2T 0C8,Ward 4,4M-1413,78,CONTRACTOR UNKNOWN,Single,Kanata,Construct a deck (rear yard),0,5000,192,1303448,Construction,2013-06-04
182,NORICE ST,K2G 2Y4,Ward 8,,32,***CONTRACTOR***,Demolition,Nepean,Demolish a 1 storey detached dwelling,-1,1000,-1130,1303449,Demolition,2013-06-04
150,ELGIN ST,K2P 1L4,Ward 14,4556,53-55,"PCL CONSTRUCTORS CANADA INC.,",Office,Old Ottawa,"Interior alteterations to the 2nd, 3rd, 4th and 5th floors of a 21 storey office building",0,4595167,81967,1303450,Construction,2013-06-04
6728,CHRIS TIERNEY PRIV,K4P 1H4,Ward 20,,S PT LOT 15,2318970 ONTARIO INC.,Single,Osgoode,Construct a 1 storey detached dwelling (Mobile Home),1,60000,1080,1303451,Construction,2013-06-04
1662,ROYAL ORCHARD DR,K4C 1A9,Ward 19,,10,JOHN GERARD HOMES,Single,Cumberland,Construct a 1 storey detached dwelling,1,310806,2091,1303452,Construction,2013-06-04
66,HILLIARD AVE,K2E 6C1,Ward 9,397932,87,***CONTRACTOR***,Single,Nepean,Install an enclosure for an above ground pool (rear yard),0,0,0,1303453,Pool Enclosure,2013-06-04
634,WESTVIEW AVE,K1Z 6E3,Ward 15,295067,3W,CALYPSO HOMES,Demolition,Old Ottawa,Demolish a detached dwelling,-1,4500,-1600,1303454,Demolition,2013-06-04
131,HOLLAND AVE,K1Y 3A2,Ward 15,157,1555 & 1557,1504101 ONTARIO LIMITED,Mixed,Old Ottawa,Tenant fit up on the ground floor of an 8 storey condominium (Pho Van Van - Unit 1),0,80000,1533,1303455,Construction,2013-06-04
632,WESTVIEW AVE,,Ward 15,295067,3,CALYPSO HOMES,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,739016,5946,1303456,Construction,2013-06-04
634,WESTVIEW AVE,K1Z 6E3,Ward 15,295067,3,CALYPSO HOMES,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,739016,5946,1303456,Construction,2013-06-04
620,TRELAWNY PRIV,K2C 3M9,Ward 16,38,,OTTAWA GENERAL CONTRACTORS,Rowhouse,Old Ottawa,Interior alterations to the kitchen in a 2 storey rowhouse,0,16645,172,1303457,Construction,2013-06-04
79,ROSWELL DR,K2J 0H5,Ward 22,4M-1301,23,LEISURE TIME POOLS,Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1303458,Pool Enclosure,2013-06-04
259,HARCOURT AVE,K2B 5C2,Ward 7,407,245,KEMPTVILLE POOL & SPA,Single,Old Ottawa,Install an enclosure for an ingroung pool (rear yard),0,0,0,1303459,Pool Enclosure,2013-06-04
2733,"PAGE, CHEMIN",K1W 1G1,Ward 2,,,KEMPTVILLE POOL & SPA,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0,0,0,1303460,Pool Enclosure,2013-06-04
1001,VALIN ST,K4A 4X8,Ward 19,4M1200,,***CONTRACTOR***,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,1303461,Pool Enclosure,2013-06-04
5530,DALMENY RD,K0A 2W0,Ward 20,,36,CONTRACTOR UNKNOWN,Detached Garage/Shed,Osgoode,Construct a detached garage/workshop (side yard),0,35000,2000,1303462,Construction,2013-06-04
115,MEADOWBREEZE DR,K2M 2L9,Ward 23,,301,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Marigold  2012 Corner A,1,254323,1711,1303463,Construction,2013-06-04
6670,TOONEY DR,K1C 6R1,Ward 2,4M595,64,CAMPBELL POOLS (YOUVILLE),Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1303464,Pool Enclosure,2013-06-04
100,NESTOW DR,K2G 4L8,Ward 9,4M-332,PT LOT 105,GH CONTRACTING,Semi - Detached,Nepean,Interior alterations on the 1st floor of a 2 storey semi-detached dwelling (renovate kitchen),0,30000,194,1303465,Construction,2013-06-04
1967,RIVERSIDE DR,K1H 7W9,Ward 18,405,1,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations on Levels 2, 5 and 7 of a 6 storey hospital (The Ottawa Hospital - Riverside Campus)",0,55000,422,1303466,Construction,2013-06-04
1900,CITY PARK DR,K1J 1A3,Ward 11,4M-648,,CONTRACTOR UNKNOWN,Office,Gloucester,Interior alterations on the 1st floor of a 5 storey office building,0,102000,3714,1303467,Construction,2013-06-04
153,GRAND MANAN CIR,,Ward 5,4M-1489,77,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Kanata,Construct a 2 storey detached dwelling,1,436853,2939,1303468,Construction,2013-06-04
157,GRAND MANAN CIR,,Ward 5,4M-1489,79,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Kanata,Construct a 2 storey detached dwelling with attached garage,1,188000,2543,1303469,Construction,2013-06-04
186,RIVERSEDGE CRES,K1V 0Z7,Ward 22,4M-1349,34,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 50-06 2010 A,1,411435,2768,1303470,Construction,2013-06-04
654,BIRCHLAND CRES,K2S 0S8,Ward 6,4M-1447,18,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,464128,3172,1303471,Construction,2013-06-04
813,SHEFFORD RD,K1J 8H9,Ward 11,,,CONTRACTOR UNKNOWN,Other,Gloucester,TEMPORARY PERMIT: Erect a temporary tent (390m2) for a special event (CHEO BBQ),0,5000,6600,1303472,Construction,2013-06-04
68,CROWNHILL ST,K1J 7K8,Ward 11,4M-591,S PT LOT 92,***CONTRACTOR***,Single,Gloucester,Construct a shed (rear yard),0,4000,194,1303473,Construction,2013-06-04
154,KEYWORTH AVE,K1Y 0E6,Ward 15,219,12,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling & detached garage,-1,15000,-1200,1303474,Demolition,2013-06-04
154,KEYWORTH AVE,K1Y 0E6,Ward 15,219,11,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,391464,2600,1303475,Construction,2013-06-04
98,GILCHRIST AVE,K1Y 0M8,Ward 15,52,867,***CONTRACTOR***,Single,Old Ottawa,Construct a porch (front yard),0,3000,136,1303476,Construction,2013-06-04
1026,CLUBMOSS AVE,K4A 0T1,Ward 19,4M1418,56,***CONTRACTOR***,Single,Cumberland,Install an enclosure for a hot tub (rear yard),0,0,0,1303477,Pool Enclosure,2013-06-04
23,PARKER AVE,K2G 3A6,Ward 8,447993,79,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 1 storey addition with attached garage to a 1 storey with attached garage,0,141505,952,1303478,Construction,2013-06-04
1660,CHAMPNEUF DR,K1C 4V7,Ward 2,4M453,29,MERMAID POOLS (OGILVIE ROAD),Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1303479,Pool Enclosure,2013-06-04
337,POWELL AVE,K1S 2A7,Ward 17,54,1,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,10000,-732,1303480,Demolition,2013-06-04
357,BELL ST S,,Ward 17,54,1,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling,2,381930,2570,1303481,Construction,2013-06-04
359,BELL ST S,,Ward 17,54,1,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling,2,381930,2570,1303481,Construction,2013-06-04
51,DR. NEELIN DR,K0A 2Z0,Ward 21,4m1186,186,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Belcourt 2009 A1,1,285388,1920,1303482,Construction,2013-06-04
295,SYLVIE TERR,K1E 3L8,Ward 1,50M-89,49,THE SUMMER STORE,Single,Cumberland,Install an enclosure for an above gound pool (rear yard),0,0,0,1303483,Pool Enclosure,2013-06-04
405,COUNTRY GLEN WAY,,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Hampton 2010 M,Hampton 2010 M",2,312144,2800,1303484,Construction,2013-06-04
407,COUNTRY GLEN WAY,,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Hampton 2010 M,Hampton 2010 M",2,312144,2800,1303484,Construction,2013-06-04
1331,COKER ST,K4P 1A1,Ward 20,4M-351,,CONTRACTOR UNKNOWN,Other,Osgoode,Construct a communication storage facility,0,6031,163,1303485,Construction,2013-06-04
1959,GREENWAY PARK LANE,,Ward 2,192,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Interior alterations on the 1st floor of a 3 storey rowhouse to add door into garage and change plumbing in laundry room (Unit 40),0,1500,5,1303486,Construction,2013-06-04
83,CHANONHOUSE DR,K0A 2Z0,Ward 21,4M-1350,1,OTTAWA USED POOLS,Single,Goulbourn,Install an enclosure for an above ground pool (rear yard),0,0,0,1303487,Pool Enclosure,2013-06-04
7,SUMMITVIEW DR,,Ward 23,4M-1007,,MATTAMY (HOPE) LIMITED,Office,Kanata,TEMPORARY PERMIT - Installation of an existing sales trailer,0,13333,1364,1303488,Construction,2013-06-05
85,UNIVERSITE PRIV,,Ward 12,4M-40654,PT LOT 2 LOT 3 TO 5,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations on Level 0 of a 4 storey school building (Student Federation, University Centre, University of Ottawa)",0,170000,1432,1303489,Construction,2013-06-05
150,LOUIS PASTEUR PRIV,K1N 6N5,Ward 12,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to the 1st and 2nd level of a 3 storey building (Macdonald Hall),0,370000,4305,1303490,Construction,2013-06-05
317,FAIRCREST RD,K1H 5E2,Ward 18,638,13,PRESTIGE DESIGN AND CONSTRUCTION (OTTAWA) LTD - RC.,Single,Old Ottawa,Install an enclosure for an inground pool and hot tub (rear yard),0,0,0,1303492,Pool Enclosure,2013-06-05
99,QUEEN MARY ST,K1K 1X6,Ward 13,341,"83, 84, 85",CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,5000,-1100,1303494,Demolition,2013-06-05
95,QUEEN MARY ST,K1K 1X6,Ward 13,341,83-85,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,2,342475,4833,1303495,Construction,2013-06-05
97,QUEEN MARY ST,K1K 1X6,Ward 13,341,83-85,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,2,342475,4833,1303495,Construction,2013-06-05
3519,DUNNING RD,K0A 3E0,Ward 19,,10,"MCWILLIAMS, WILLARD",Demolition,Cumberland,Demolish a 1 storey detached dwelling,-1,0,-1200,1303496,Demolition,2013-06-05
811,GALLERIA CIR,K4A 4Z4,Ward 19,4M-1212,190,***CONTRACTOR***,Single,Cumberland,Install an enclosure for a hot tub (rear yard),0,0,0,1303497,Pool Enclosure,2013-06-05
2534,"PAGE, CHEMIN",K1W 1E2,Ward 2,,6,CAMPBELL POOLS (YOUVILLE),Single,Gloucester,Install an enclosure for an inground pool (rear yard),0,0,0,1303498,Pool Enclosure,2013-06-05
6,SUTTON PL,K2E 5G2,Ward 9,310509,129,CAMPBELL POOLS (YOUVILLE),Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1303499,Pool Enclosure,2013-06-05
786,VINETTE CRES,K1E 1W9,Ward 1,M-18,33,UPPER DECK,Single,Cumberland,Construct a deck (rear yard),0,5000,255,1303500,Construction,2013-06-05
2901,BANK ST,K1T 1N4,Ward 10,326,586,CONTRACTOR UNKNOWN,Retail,Gloucester,Interior alterations to change occupancy use in a 1 storey dwelling,0,15000,175,1303501,Construction,2013-06-05
130,KEYWORTH AVE,K1Y 0E6,Ward 15,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior altertaions to convert 2 classrooms into kindergarden classrooms on the ground floor of a 2 storey school (St. George),0,75000,1453,1303502,Construction,2013-06-05
5375,BANK ST,K1X 1H1,Ward 20,,29,GREELY RESTAURANT,Retail,Gloucester,PLUMBING ONLY - Install grease trap in kitchen (Greely Restaurant),0,0,0,1303503,Construction,2013-06-05
1200,ST. LAURENT BLVD,K1K 4K9,Ward 13,4M-,,DEHAAN DESIGN CO.,Retail,Old Ottawa,"Tenant fit-up in a 2 storey shopping centre (Unit 530, Paper Destiny)",0,50000,1944,1303504,Construction,2013-06-05
2148,CARLING AVE,K2A 1H1,Ward 7,4M-,26,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up in a 1 storey retail building (Sinclair Dental -Unit 203),0,160000,1700,1303505,Construction,2013-06-05
25,GOODWIN AVE,K2E 5C8,Ward 9,289002,124,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 2 storey detached dwelling with attached garage,1,473600,3200,1303506,Construction,2013-06-05
