ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
22,NAIRN ST,K2V 1B6,Ward 23,4M-1081,21,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1301613,Construction,2013-04-02
237,VIA SAN MARINO ST,,Ward 3,4M-,18-19,TARTAN HOMES CORPORATION,Rowhouse,Nepean,"Construct a block of 4, 2 storey rowhouses with attached garages (Marble 2012 Rev, Diamond 2012 Rev, Quartz 2012, Marble 2012)",4,798308,8233,1301614,Construction,2013-04-02
239,VIA SAN MARINO ST,,Ward 3,4M-,18-19,TARTAN HOMES CORPORATION,Rowhouse,Nepean,"Construct a block of 4, 2 storey rowhouses with attached garages (Marble 2012 Rev, Diamond 2012 Rev, Quartz 2012, Marble 2012)",4,798308,8233,1301614,Construction,2013-04-02
241,VIA SAN MARINO ST,,Ward 3,4M-,18-19,TARTAN HOMES CORPORATION,Rowhouse,Nepean,"Construct a block of 4, 2 storey rowhouses with attached garages (Marble 2012 Rev, Diamond 2012 Rev, Quartz 2012, Marble 2012)",4,798308,8233,1301614,Construction,2013-04-02
243,VIA SAN MARINO ST,,Ward 3,4M-,18-19,TARTAN HOMES CORPORATION,Rowhouse,Nepean,"Construct a block of 4, 2 storey rowhouses with attached garages (Marble 2012 Rev, Diamond 2012 Rev, Quartz 2012, Marble 2012)",4,798308,8233,1301614,Construction,2013-04-02
533,ELM PARK AVE,,Ward 3,4M-,22,TARTAN HOMES CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Model: Royal Edward C 2009 Reverse),1,482188,3244,1301615,Construction,2013-04-02
537,ELM PARK AVE,,Ward 3,4M-,23,TARTAN HOMES CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Model:  Ashton A 2012),1,412327,3272,1301616,Construction,2013-04-02
88,ECCLES ST,K1R 6S6,Ward 14,55,pt lot 5,***CONTRACTOR***,Single,Old Ottawa,Interior alterations in a 3 storey detached dwelling (removal of non-load bearing walls and adding new washroom and laundry room on 1st floor),0,4000,108,1301617,Construction,2013-04-02
107,GRAND MANAN CIR,,Ward 5,4M-,41,BRAEBURY HOMES,Single,Kanata,Construct a 2 storey detached dwelling with attached garage - DRY MODEL  (Model: Newport B),1,457068,3075,1301618,Construction,2013-04-02
25,GURDWARA RD,K2E 7X6,Ward 9,4M-,PT LOTS 27/28,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations to a 2 storey institutional building (Ottawa Sikh Cultural and Heritage Centre),0,80000,400,1301619,Construction,2013-04-02
905,PELLERIN PL,K4A 0S4,Ward 19,4M1387,73,CONTRACTOR UNKNOWN,Single,Cumberland,Finish the basement in a 2 storey detached dwelling,0,17465,470,1301620,Construction,2013-04-02
57,COLUMBUS AVE,K1K 1R2,Ward 13,4M-463,17,REMATEX CONSTRUCTION LTD.,Semi - Detached,Old Ottawa,Finish the basements in a 2 storey semi-detached dwelling,0,20000,681,1301621,Construction,2013-04-02
59,COLUMBUS AVE,K1K 1R2,Ward 13,4M-463,17,REMATEX CONSTRUCTION LTD.,Semi - Detached,Old Ottawa,Finish the basements in a 2 storey semi-detached dwelling,0,20000,681,1301621,Construction,2013-04-02
407,LAURIER AVE W,K1R 7Y7,Ward 14,4M-529,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Electrical and mechanical modifications to an existing suite (Unit 22C),0,40000,904,1301622,Construction,2013-04-02
178,GLEN AVE,K1S 3A4,Ward 17,115,9,OAKWOOD BUILDERS,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,5456,248,1301623,Construction,2013-04-02
174,CLEOPATRA DR,K2G 5X2,Ward 9,4M601,,BONDFIELD CONSTRUCTION COMPANY LTD,Retail,Nepean,Install 236 solar panels with 420 clamps on the roof of a 1 storey retail building.,0,70000,0,1301625,Construction,2013-04-02
294,GRACEWOOD CRES,K1T 0J1,Ward 22,4M-1454,87,TARTAN LAND CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage (Model:Royal Edward C 2009 Reverse),1,524439,4381,1301626,Construction,2013-04-02
620,MOORPARK AVE,K2M 0B6,Ward 23,4M-1383,,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey detached dwelling with attached garage (Model:  White Cedar 2011 Rev & Aspen G 2011),2,570113,4490,1301627,Construction,2013-04-02
622,MOORPARK AVE,K2M 0B6,Ward 23,4M-1383,,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey detached dwelling with attached garage (Model:  White Cedar 2011 Rev & Aspen G 2011),2,570113,4490,1301627,Construction,2013-04-02
3944,5TH LINE RD,K0A 2W0,Ward 20,,E PT LOT 37 & 38,MEGADOME,Farm,Osgoode,Construct a replacement Megadome (rear yard) on existing foundation,0,18800,4000,1301628,Construction,2013-04-02
805,RAGLAN AVE,K1G 1M3,Ward 18,627,42,CAMALI CONSTRUCTION,Single,Old Ottawa,Construct a 2 storey addition (rear) and interior alterations to a 2 storey detached dwelling,0,85780,758,1301629,Construction,2013-04-02
40,ARGUE DR,K2E 6S1,Ward 9,289002,pt lot 16,CONTRACTOR UNKNOWN,Single,Nepean,Plumbing only -  replace plumbing in the basement and the 1st floor of a 2 storey detached dwelling,0,0,0,1301630,Construction,2013-04-02
145,ROLAND MICHENER DR,K2T 1G7,Ward 4,4M-941,,HAWK GENERAL CONTRACTING,Retail,Kanata,Tenant fit-up in a 1 storey retail building (Mastermind Toys),0,250000,674,1301631,Construction,2013-04-03
25,RUTHERGLEN TERR,,Ward 4,,,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Hathaway 3 2007 C,1,293415,1974,1301632,Construction,2013-04-03
425,COUNTRY GLEN WAY,,Ward 4,,82,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Bryant 2011 B,1,224892,1513,1301633,Construction,2013-04-03
421,COUNTRY GLEN WAY,,Ward 4,,84,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Bryant 2011 A,1,223703,1505,1301634,Construction,2013-04-03
14,AYLMER AVE,K1S 2W7,Ward 17,36,4,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition at the rear of a 2 storey detached dwelling,0,47996,323,1301636,Construction,2013-04-03
306,BRETTONWOOD RIDGE,,Ward 4,,69,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Westminster 2007 C,1,403706,2716,1301637,Construction,2013-04-03
308,BRETTONWOOD RIDGE,,Ward 4,,70,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Westminster 2007 B,1,404300,2720,1301638,Construction,2013-04-03
310,BRETTONWOOD RIDGE,,Ward 4,,71,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Hathaway 4 2007 B,1,318832,2145,1301639,Construction,2013-04-03
312,BRETTONWOOD RIDGE,,Ward 4,,72,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Gainsborough 2009 C,1,375316,2525,1301640,Construction,2013-04-03
100,WOODHURST CRES,K2S 0T4,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 3, 2 storey rowhouse units with attached garages - Block 5 (Models: Beckwith / Ashton)",3,547924,4915,1301641,Construction,2013-04-03
102,WOODHURST CRES,K2S 0T4,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 3, 2 storey rowhouse units with attached garages - Block 5 (Models: Beckwith / Ashton)",3,547924,4915,1301641,Construction,2013-04-03
104,WOODHURST CRES,K2S 0T4,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 3, 2 storey rowhouse units with attached garages - Block 5 (Models: Beckwith / Ashton)",3,547924,4915,1301641,Construction,2013-04-03
146,WOODHURST CRES,K2S 0T5,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 6, 2 storey rowhouse units with attached garages - Block 10 (Models: Beckwith, Ashton, Lanark, Grenville)",6,1048915,9409,1301642,Construction,2013-04-03
148,WOODHURST CRES,K2S 0T5,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 6, 2 storey rowhouse units with attached garages - Block 10 (Models: Beckwith, Ashton, Lanark, Grenville)",6,1048915,9409,1301642,Construction,2013-04-03
150,WOODHURST CRES,K2S 0T5,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 6, 2 storey rowhouse units with attached garages - Block 10 (Models: Beckwith, Ashton, Lanark, Grenville)",6,1048915,9409,1301642,Construction,2013-04-03
152,WOODHURST CRES,K2S 0T5,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 6, 2 storey rowhouse units with attached garages - Block 10 (Models: Beckwith, Ashton, Lanark, Grenville)",6,1048915,9409,1301642,Construction,2013-04-03
154,WOODHURST CRES,K2S 0T5,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 6, 2 storey rowhouse units with attached garages - Block 10 (Models: Beckwith, Ashton, Lanark, Grenville)",6,1048915,9409,1301642,Construction,2013-04-03
156,WOODHURST CRES,K2S 0T5,Ward 6,4M-1107,,PATTEN HOMES 2000,Rowhouse,Goulbourn,"Construct a block of 6, 2 storey rowhouse units with attached garages - Block 10 (Models: Beckwith, Ashton, Lanark, Grenville)",6,1048915,9409,1301642,Construction,2013-04-03
111,SUSSEX DR,K1N 1J1,Ward 12,,PT LOT 0,CONSTRUCT-RIGHT INC.,Office,Old Ottawa,Interior alterations on the 3rd floor of an 8 storey office building,0,19417,538,1301643,Construction,2013-04-03
2525,CARLING AVE,K2B 7Z2,Ward 7,4M-,pt lot 22-23,BUILDON ENTERPRISES,Retail,Old Ottawa,Tenant fit-up in a 1 storey retail building (Wine Rack),0,75000,766,1301644,Construction,2013-04-03
1756,CUBA AVE,K1G 1L8,Ward 18,649,337,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior/Exterior alterations to increase the size of a basement window in a 2 storey detached dwlling,0,2500,10,1301645,Construction,2013-04-03
5781,RIDEAU VALLEY DR N,K4M 1B3,Ward 21,,6,CAMPBELL POOLS,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,1301646,Pool Enclosure,2013-04-03
106,FALCON BROOK RD,K0A 1L0,Ward 5,4M-728,29,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a shed in side yard of a 2 storey detached dwelling,0,2000,168,1301647,Construction,2013-04-03
642,EVERLASTING CRES,K4A 0K3,Ward 1,4M-1336,29,CAMPBELL POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1301648,Pool Enclosure,2013-04-03
1423,PORTAL ST,K1H 6B6,Ward 18,452,56,AMSTED CONSTRUCTION LTD,Single,Old Ottawa,Exterior alterations to the front porch of a 2 storey detached dwelling,0,10000,173,1301649,Construction,2013-04-03
1595,MERIVALE RD,K2G 3J4,Ward 9,,33,CONTRACTOR UNKNOWN,Commercial,Nepean,Exterior alterations to a 1 storey retail building,0,1937600,90000,1301650,Construction,2013-04-03
11,CLARIDGE DR,K2J 5A3,Ward 3,,18,CONTRACTOR UNKNOWN,Institutional,Nepean,FOUNDATION ONLY - Construct a 2 storey addition at the rear of a 1 storey elementary school ( Michaelle-Jean School),0,0,0,1301651,Construction,2013-04-03
1914,FARISITA DR,,Ward 19,4M-1278,20,***CONTRACTOR***,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,1301652,Pool Enclosure,2013-04-03
841,MONTCREST DR,K4A 3C2,Ward 1,50M161,148,SOLAR PURE ENERGIES INC.,Single,Cumberland,Install solar panels on a 2 storey detached dwelling (roof),0,8000,592,1301653,Construction,2013-04-03
100,BAYSHORE DR,K2B 8C1,Ward 7,4M-465465,PT LOT 17,MCDONALD BROTHERS CONSTRUCTION INC,Retail,Nepean,Interior alterations to prepare for a tenant fit-up on the 2nd floor of a 3 storey retail building (Unit E10A),0,227764,11389,1301654,Construction,2013-04-03
10,SUMNER ST,K2L 2J9,Ward 23,,,PRO FLOW SERVICES INC.,Single,Kanata,Install a Protective Plumbing Device on the building drain,0,0,0,1301655,Construction,2013-04-03
1026,UNICORN AVE,K4A 4H6,Ward 19,4M-1087,67,SOLAR PURE ENERGIES INC.,Single,Cumberland,Install solar panels on a 2 storey detached dwelling (roof),0,6000,444,1301656,Construction,2013-04-03
225,JANET WAY,K4A 5C9,Ward 19,1247,13,PURE ENERGIES,Single,Cumberland,Install solar panels on a 2 storey detached dwelling (roof),0,6500,481,1301657,Construction,2013-04-03
236,WILDCLIFF WAY,K4A 0L3,Ward 19,4M-1352,142,,Single,Cumberland,Install solar panels on the roof of a 2 storey detached dwelling,0,8000,592,1301658,Construction,2013-04-03
12,BIRDSEYE TERR,K4A 4P6,Ward 1,1180,172,PURE ENERGIES,Single,Cumberland,Install solar panels on the roof of a detached dwelling,0,6250,463,1301659,Construction,2013-04-03
6116,NINTH LINE RD,,Ward 19,4M-,pt lot 1,SOLAR PURE ENERGIES INC.,Single,Gloucester,Install solar panles on the roof of a 2 storey detached dwelling,0,3830,183,1301660,Construction,2013-04-03
713,MONTREAL RD,K1K 0T2,Ward 13,,24 & 25,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to add 9 doors and install maglocks on the 2nd and 3rd floors of a 6 storey hospital (Montfort Hospital),0,33303,0,1301661,Construction,2013-04-03
823,ROTARY WAY,,Ward 22,4M-,17,VISIO ENERGY INC,Institutional,Gloucester,Install solar panels on a 2 storey institutional building (The Ottawa Rotary Home),0,48000,774,1301662,Construction,2013-04-03
7412,BLUE WATER CRES,K4P 0C8,Ward 20,4M-1398,60,OTTAWA CARLETON CONSTRUCTION LTD,Single,Osgoode,Construct a 1 storey detached dwelling,1,528317,5579,1301663,Construction,2013-04-03
351,LANGRELL CRES,K2J 5R8,Ward 22,4M-1437,154,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Rockcliffe 2010 C 3 car garage,1,457811,3080,1301664,Construction,2013-04-03
125,SUSSEX DR,K1A 0G2,Ward 12,3,13 - 15,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 1st floor of a 7 storey office building,0,72000,800,1301665,Construction,2013-04-03
71,DALY AVE,K1N 6E3,Ward 12,6,pt lot 2,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to create 4 additional units in a rooming house.,0,20000,1000,1301666,Construction,2013-04-03
37,GLENMANOR DR,K2G 3E9,Ward 8,401392,434,***CONTRACTOR***,Single,Nepean,Construct a 2 storey addition to a 1 storey detached dwelling (above garage),0,59456,400,1301667,Construction,2013-04-03
400,MCARTHUR AVE,K1K 1G8,Ward 13,772,,RND CONSTRUCTION,Mixed,Old Ottawa,Tenant fit up on the ground floor of a 2 storey mixed use building - (Heartwood House) Community Health and Resource Centre,0,228250,8557,1301668,Construction,2013-04-03
4,RIDING WAY,K2M 1C2,Ward 23,M183,119,CONTRACTOR UNKNOWN,Single,Kanata,Interior alterations on the 1st and 2nd floor s of a 2 storey detached dwelling,0,5000,600,1301669,Construction,2013-04-03
201,SOUTHBRIDGE ST,K4M 0C7,Ward 22,4M-1480,21,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1,365357,2458,1301671,Construction,2013-04-04
479,PENHILL AVE,K1G 0V5,Ward 18,604,39,"HALDORSEN, ED",Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling,0,40000,2153,1301672,Construction,2013-04-04
51,CLAREY AVE,K1S 2R6,Ward 17,M13,20,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to enclose a porch and convert it into a 3 season sunroom,0,10000,130,1301674,Construction,2013-04-04
2133,LEMAY CRES,K1G 2X5,Ward 18,4M-707,98,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a 1 storey detached garage at the rear of a 1 storey detached dwelling,0,40000,750,1301675,Construction,2013-04-04
64,ISABELLA ST,K1S 1V4,Ward 17,45073,,ALL COVER PORTABLE SYSTEMS,Retail,Old Ottawa,TEMPORARY PERMIT ONLY: Erect a temporary tent for seasonal  outdoor garden centre (Loblaws),0,9000,1399,1301677,Construction,2013-04-04
1980,OGILVIE RD,K1J 9L3,Ward 11,4M-648,,ALL COVER PORTABLE SYSTEMS,Retail,Gloucester,TEMPORARY PERMIT:  Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,4596,1301678,Construction,2013-04-04
1980,BASELINE RD,K2C 0C6,Ward 8,,,ALLCOVER PORTABLE SYSTEMS,Retail,Old Ottawa,TEMPORARY PERMIT - Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,4965,1301679,Construction,2013-04-04
1910,ST. LAURENT BLVD,K1G 1A4,Ward 18,643,,ALL COVER PORTABLE SYSTEMS,Retail,Old Ottawa,TEMPORARY PERMIT:  Erect a temporary tent for a seasonal outdoor garden centre (Loblaws Inc.),0,9000,3898,1301680,Construction,2013-04-04
100,MCARTHUR AVE,K1L 8H5,Ward 12,4M-,7,ALL COVER PORTABLE SYSTEMS,Retail,Vanier,TEMPORARY PERMIT:  Erect a temporary tent for a seasonal outdoor garden centre (Loblaws Inc.),0,9000,5016,1301681,Construction,2013-04-04
760,EAGLESON RD,K2M 0A7,Ward 23,,31,ALLCOVER PORTABLE SYSTEMS,Retail,Kanata,TEMPORARY PERMIT- Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,5016,1301682,Construction,2013-04-04
200,EARL GREY DR,K2T 1B6,Ward 4,4M-921,,ALLCOVER PORTABLE SYSTEMS,Retail,Kanata,TEMPORARY PERMIT- Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,4514,1301683,Construction,2013-04-04
3201,GREENBANK RD,K2J 4H9,Ward 22,4M-1134,,ALLCOVER PORTABLE SYSTEMS,Retail,Nepean,TEMPORARY PERMIT- Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,3961,1301684,Construction,2013-04-04
4270,INNES RD,K4A 5E6,Ward 19,,,ALLCOVER PORTABLE SYSTEMS,Retail,Cumberland,TEMPORARY PERMIT - Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,5016,1301685,Construction,2013-04-04
2085,CARLING AVE,,Ward 7,316039,,ALL COVER PORTABLE SYSTEMS,Retail,Old Ottawa,TEMPORARY PERMIT:  Erect a temporary tent for a seasonal outdoor garden centre (Loblaws Inc.),0,9000,1755,1301686,Construction,2013-04-04
2065,ROBERTSON RD,K2H 5Y9,Ward 8,,10,ALLCOVER PORTABLE SYSTEMS,Retail,Nepean,TEMPORARY PERMIT - Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,3924,1301687,Construction,2013-04-04
190,RICHMOND RD,K1Z 6W6,Ward 15,,,ALLCOVER PORTABLE SYSTEMS,Retail,Old Ottawa,TEMPORARY PERMIT - Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,4596,1301688,Construction,2013-04-04
1460,MERIVALE RD,K2E 5P2,Ward 9,30,17-19,ALLCOVER PORTABLE SYSTEMS,Retail,Nepean,TEMPORARY PERMIT- Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,2818,1301689,Construction,2013-04-04
2210,BANK ST,K1V 1J5,Ward 10,4M944,5,ALLCOVER PORTABLE SYSTEMS,Retail,Old Ottawa,TEMPORARY PERMIT- Erect a temporary tent for a seasonal outdoor garden centre (Loblaws),0,9000,3961,1301690,Construction,2013-04-04
580,BYRON AVE,K2A 0E4,Ward 15,204,18,ERMES GIULIO HOMES INC.,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling and shed,-1,8000,-1500,1301692,Demolition,2013-04-04
578,BYRON AVE,K2A 0E4,Ward 15,204,18,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling,2,772683,6418,1301693,Construction,2013-04-04
580,BYRON AVE,K2A 0E4,Ward 15,204,18,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling,2,772683,6418,1301693,Construction,2013-04-04
567,FRASER AVE,K2A 2R3,Ward 15,M-29,44,FINE SPACES CONTRUCTION INC,Single,Old Ottawa,"Construct a 2 storey addition (side) and porches on a 2 storey detached dwelling (front, rear)",0,178102,760,1301694,Construction,2013-04-04
61,MCEWEN AVE,K2B 5L3,Ward 7,,24,BASSI CONSTRUCTION LTD,Apartment,Old Ottawa,Exterior alterations to repair balconies and railings on a 9 storey apartment building,0,400000,7750,1301695,Construction,2013-04-04
150,LAURIER AVE W,K1P 5J4,Ward 14,4556,54,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on floors 3 & 4 of a 5 storey office building  - MTS Allstream,0,650000,11840,1301696,Construction,2013-04-04
1521,CREAGAN CRT,K4C 0A5,Ward 19,4M-1405,4,MCI POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1301697,Pool Enclosure,2013-04-04
1565,LOUGH DR,K4C 1A9,Ward 19,M-33,23,MCI POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1301698,Pool Enclosure,2013-04-04
2390,DUNROBIN RD,,Ward 5,4M-,pt lot 23,***CONTRACTOR***,Single,Kanata,Re-construct a 1 storey timber framed detached dwelling on slab on grade,1,120000,1580,1301699,Construction,2013-04-04
576,ANJANA CIR,K2J 0C9,Ward 3,4M-1371,1,POOL BUILDERS OTTAWA,Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1301701,Pool Enclosure,2013-04-04
