ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
87,VAUGHAN ST,K1M 1X3,Ward 13,4M-98806,80,***CONTRACTOR***,Single,Old Ottawa,Construct a 3 storey addition to a 3 storey detached dwelling (rear yard),0,249929,3375,1400081,Construction,2014-01-07
1632,MARCOUX DR,K1E 2M1,Ward 1,M24,90,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement) and removal of existing shed,0,10780,490,1400082,Construction,2014-01-08
1490,YOUVILLE DR,K1C 2X8,Ward 1,152,1-3,CONTRACTOR UNKNOWN,Mixed,Gloucester,Interior alterations in a 2 storey recreation center (Orleans Recreation Complex - replace diving boards/tower),0,16000,0,1400083,Construction,2014-01-08
1485,CALDWELL AVE,K1Z 8M1,Ward 16,,L,CONTRACTOR UNKNOWN,Commercial,Old Ottawa,Interior alterations (plumbing and electrical) to the kitchen of a 2 storey community centre (Belvue community Centre),0,24000,0,1400084,Construction,2014-01-08
100,MALVERN DR,K2J 2G5,Ward 3,194,,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations in a 2 storey recreation complex (Walter Baker Sports Center -  remove and replace a 3 meter diving board tower to AQUAM 3 Meters),0,15000,0,1400085,Construction,2014-01-08
5580,FOURTH LINE RD,K0A 2T0,Ward 21,,2,***CONTRACTOR***,Detached Garage/Shed,Rideau,Construct a storage shed (rear yard),0,35000,1722,1400086,Construction,2014-01-08
225,PATTERSON AVE,K1S 1Y4,Ward 17,46293,1 &2,PAUL DAVIS RESTORATION SPECIALISTS,Single,Old Ottawa,Interior alterations on the 1st floor and basement of a 2 storey detached dwelling,0,17626,0,1400087,Construction,2014-01-08
1033,ADLEY RD,K1J 8C1,Ward 11,854,37,"IVAHNENKO, ANDRE",Single,Gloucester,Interior alterations in the basement of a 1 storey detached dwelling and add 2 basement windows,0,5000,98,1400088,Construction,2014-01-08
1670,HERON RD,K1V 0C2,Ward 18,31,34-35,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey retail building (Phase 2B),0,40000,0,1400089,Demolition,2014-01-08
5487,HAZELDEAN RD,K2S 0P5,Ward 6,4M-1440,,CONTRACTOR UNKNOWN,Retail,Kanata,"Tenant Fit-up in a 1 storey retail building (Jysk, Unit C1.4)",0,376245,10125,1400090,Construction,2014-01-08
255,HOLMWOOD AVE,K1S 2P8,Ward 17,4M-36,PT LOT 24,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Exterior alterations to a 3 storey semi-detached dwelling (Construct a roof cap),0,7500,330,1400091,Construction,2014-01-08
257,HOLMWOOD AVE,K1S 2P8,Ward 17,4M-36,PT LOT 24,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Exterior alterations to a 3 storey semi-detached dwelling (Construct a roof cap),0,7500,330,1400092,Construction,2014-01-08
151,KENILWORTH ST,K1Y 3Z9,Ward 15,207509,438,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,30000,624,1400093,Construction,2014-01-08
2350,SIXTH LINE RD,K0A 1T0,Ward 5,,pt 23,TOP HAT HOME COMFORT SERVICES,Single,Kanata,Install a wood burning fireplace insert in a 2 storey detached dwelling,0,4790,9,1400094,Construction,2014-01-08
343,PRESTON ST,K1S 1N4,Ward 14,13,1561 TO 1592,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 10th floor (single tenant floor) of a 12 storey office building (Ceridian),0,829398,18352,1400095,Construction,2014-01-08
110,MICHAEL COWPLAND DR,K2M 1P6,Ward 23,4M-,PT LOT 31,VCL CONSTRUCTION,Mixed,Kanata,Tenant fit-up on the 1st floor of a 1 storey  building (Kids & Company Day care),0,371600,10000,1400096,Construction,2014-01-08
400,CAVESSON ST,K2V 0A8,Ward 6,4M-1491,1,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,396200,3318,1400097,Construction,2014-01-08
2270,STEVENAGE DR,K1G 3W3,Ward 10,,,PLUMBING NOW MECHANICAL,Industrial,Old Ottawa,PLUMBING ONLY - Install a oil interceptor on the main sewer line in a 1 storey industrial building,0,0,0,1400098,Construction,2014-01-08
339,EASTVIEW ST,K1L 6W7,Ward 12,238,191,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a deck on a 2-storey, 3-unit apartment building (rear yard)",0,10000,800,1400099,Construction,2014-01-08
25,COCKBURN ST,K0A 2Z0,Ward 21,D-13,PT LOT 45,CLUB PISCINE,Single,Goulbourn,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1400100,Pool Enclosure,2014-01-08
5507,HAZELDEAN RD,K2S 0P5,Ward 6,4M-1440,,BCDI CONSTRUCTION,Commercial,Kanata,"Tenant fit up on the 1st floor of a 1 storey retail building (Thai Express restaurant, UNIT 3)",0,90000,1184,1400101,Construction,2014-01-08
401,SMYTH RD,K1H 8L1,Ward 18,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Tenant fit up on the 2nd floor of a 7 storey hospital (CHEO),0,75000,980,1400102,Construction,2014-01-08
2003,ST. JOSEPH BLVD,K1C 1E5,Ward 1,162,pt 9,SPACEWERX CONSTRUCTION,Commercial,Gloucester,"Tenant fit up in a 2 storey commercial building (School of Rock, lower floor)",0,36000,2435,1400103,Construction,2014-01-08
112,RENFREW AVE,K1S 1Z8,Ward 17,189959,48,AMSTED DESIGN BUILD,Single,Old Ottawa,Interior alterations to a 2.5 storey detached dwelling,0,60000,428,1400104,Construction,2014-01-08
1600,CARLING AVE,K1Z 8R7,Ward 15,367,104-109 117-119,CONTRACTOR UNKNOWN,Office,Old Ottawa,Extension of the existing public corridor and the construction of a demising wall to separte 1 suite into 2 suites on the 3rd floor.,0,20000,298,1400105,Construction,2014-01-09
50,RIDEAU ST,K1N 9J7,Ward 12,3922,pt 1-10 67-72,C.A.L. CONSTRUCTION,Retail,Old Ottawa,"Interior alterations to the 3rd level of a 4 storey building (Rideau Centre, 333A, exit corridor)",0,50000,600,1400106,Construction,2014-01-09
2060,WALKLEY RD,K1G 3P5,Ward 10,,PT LOT A,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,"Interior alterations in a 2 storey industrial building (Epocal, 1 storey industrial portion at rear, create dry room enclosure)",0,1400000,14424,1400107,Construction,2014-01-09
3,LEONARD AVE,K1S 4T6,Ward 17,4M-36,14,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Exterior alterations to a 2 storey detached dwelling (front yard, restore and extend veranda and awning)",0,10000,518,1400108,Construction,2014-01-09
2020,SHARON AVE,K2A 1L8,Ward 7,300416,8,"WILSON, BRIAN",Single,Old Ottawa,Interior alterations to the basement in a 1 storey detached dwelling,0,16000,488,1400109,Construction,2014-01-09
2198,ARCH ST,K1G 2H7,Ward 18,728,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Exterior alterations to replace windows and cladding (brick) in an existing elementary school (St. Genevieve School),0,135000,0,1400110,Construction,2014-01-09
434,GOLDEN SPRINGS DR,K4M 0B9,Ward 22,4M-1470,94,CLARIDGE HOMES (RIVER ROAD) INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage,1,307536,2069,1400111,Construction,2014-01-09
240,SPARKS ST,K1A 0G6,Ward 14,4M-3922,1 TO 5,LOWREY CONSTRUCTION INC.,Office,Old Ottawa,"Interior alterations to an 11 storey office building (C.D. Howe, 3rd floor, IC IT Lab 3)",0,89000,7373,1400112,Construction,2014-01-09
1160,BANK ST,K1S 3X8,Ward 17,109930,82 83,ERIC BELISLE CONSTRUCTION,Retail,Old Ottawa,Tenant fit up in a 1 storey retail building (Sporting Goods Store),0,86400,3200,1400113,Construction,2014-01-09
100,BAYSHORE DR,K2B 8C1,Ward 7,465465,17,CONTRACTOR UNKNOWN,Commercial,Nepean,"Tenant fit-up in a  3 storey retail building (Bayshore Mall, MAC - CRU-8 )",0,245000,1096,1400114,Construction,2014-01-09
