ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
1207,DORCHESTER AVE,K1Z 8E3,Ward 16,294,18,DREAM TOUCH RENOVATIONS,Single,Old Ottawa,Construct a deck (front yard),0,8000,160,1403248,Construction,2014-06-02
315,CRESTVIEW RD,K1H 5G4,Ward 18,4M-550,33,***CONTRACTOR***,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,633085,4331,1403249,Construction,2014-06-02
11,ROYAL HUNT CRT,,Ward 16,M153,99,MIROCA DESIGN CONSULTING SERVICES,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,549968,3700,1403250,Construction,2014-06-02
556,ROUNCEY RD,K2V 0C5,Ward 6,,PT LOTS 29 & 30,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,332359,2236,1403251,Construction,2014-06-02
570,ROUNCEY RD,K2V 0C5,Ward 6,4M-,2126,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,350047,2355,1403252,Construction,2014-06-02
2044,PRINCE CHARLES RD,K2A 3L1,Ward 7,318916,214,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a 2 storey addition (rear yard), interior alterations to 1st and 2nd floor, and repair the porch (front yard) in a 2 storey detached dwelling",0,122837,680,1403253,Construction,2014-06-02
120,GRAY WILLOW PL,K4M 0B3,Ward 21,4M-1412,4,SPLASH POOLS & SPAS,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,1403254,Pool Enclosure,2014-06-02
54,RICHLIN CRES,K2B 8K4,Ward 7,4M-,,BURNS BOYS PLUMBING,Single,Old Ottawa,PLUMBING ONLY:Install an open port backwater vale on the sanitary sewer in a detached dwelling,0,0,0,1403255,Construction,2014-06-02
10,BALLYHAISE ST,K2S 1X9,Ward 6,4M-1057,36,BURNS BOYS PLUMBING,Single,Goulbourn,PLUMBING ONLY: Install an open port backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1403256,Construction,2014-06-02
2147,LAMBETH WALK,K2C 1E9,Ward 8,38463,355,"CHECHIM, SIMONE",Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,35000,1000,1403257,Construction,2014-06-02
195,CLEARVIEW AVE,K1Z 6S1,Ward 15,302828,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construction of a mechanical room on level P1 of a parking garaga of a 24 storey apartment building. Installation of 4 boilers in the new mechanical room.,0,936000,2314,1403258,Construction,2014-06-02
1130,ELMLEA DR,K1J 6V9,Ward 11,831,598,***CONTRACTOR***,Single,Gloucester,Construct an attached garage for a 2 storey detached dwelling,0,7440,372,1403259,Construction,2014-06-02
1850,CEDARLAKES WAY,K4P 0E3,Ward 20,4M-1479,29,TRILLIUM HOMES (ALAIN SEGUIN),Single,Osgoode,Construct a 1 storey detached dwelling,1,375000,1904,1403260,Construction,2014-06-02
15,BELLINGHAM PL,K1T 4B1,Ward 10,4M-997,,MERMAID POOLS (OGILVIE ROAD),Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1403261,Pool Enclosure,2014-06-02
700,INDUSTRIAL AVE,K1G 0Y9,Ward 18,560,60-67 pt68-72,METCALFE REALTY COMPANY LIMITED,Office,Old Ottawa,"Interior alterations to a 2 storey mixed use building (Suite 240, Turnbull Design)",0,25000,500,1403262,Construction,2014-06-02
1877,SPRINGRIDGE DR,K4A 4P9,Ward 1,4M-1180,16,MCI POOLS (LOBELIA),Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1403263,Pool Enclosure,2014-06-02
2959,BANK ST,K1T 1N9,Ward 10,,9,CONTRACTOR UNKNOWN,Retail,Gloucester,Interior alterations in a 1 storey retail building (Tim Hortons),0,391000,2837,1403264,Construction,2014-06-02
4224,RUSSELL RD,K1G 3N2,Ward 10,,5,R.W. TOMLINSON LIMITED,Demolition,Gloucester,Demolish a 2 storey detached dwelling,-1,15000,-1500,1403265,Demolition,2014-06-02
112,BEACHVALE LANE,K2W 1G7,Ward 5,4M-1182,25,POOL BUILDERS OTTAWA,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,1403266,Pool Enclosure,2014-06-02
205,MACLAREN ST,K2P 0L4,Ward 14,15558,PART LOT 57,POOL BUILDERS OTTAWA,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1403267,Pool Enclosure,2014-06-02
1331,GAULTOIS AVE,K1C 6G5,Ward 2,4M575,49,***CONTRACTOR***,Single,Gloucester,Construct a deck (rear yard),0,10000,300,1403268,Construction,2014-06-02
121,TALOS CIR,,Ward 21,4D-21,35,TALOS CUSTOM HOMES LIMITED,Single,Goulbourn,Construct a 2 storey detached dwelling,1,411746,2770,1403269,Construction,2014-06-02
100,DEERPATH TERR,K2J 0L9,Ward 3,4M-1311,80,KEMPTVILLE POOL & SPA,Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1403270,Pool Enclosure,2014-06-02
8382,LOURDES WAY,K0A 2P0,Ward 20,4M-999,7,KEMPTVILLE POOL & SPA,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,1403271,Pool Enclosure,2014-06-02
2151,BLUE WILLOW CRES,K1W 1K5,Ward 2,4M-1133,79,HICKORY DICKORY DECKS - OTTAWA EAST,Single,Gloucester,Construct a deck (rear yard),0,9000,300,1403272,Construction,2014-06-02
160,MORESBY DR,K2M 2E4,Ward 23,4M-724,101,OAK RIDGE CONSTRUCTION LTD,Single,Kanata,Construct a deck with an attached gazebo (rear yard),0,15000,320,1403273,Construction,2014-06-02
100,MURRAY ST,K1N 0A1,Ward 12,12-13,,"GIAMBERARDINO CONTRACTING INC.,",Office,Old Ottawa,Interior alterations to the 1st floor of a 5 storey office building,0,25000,1200,1403274,Construction,2014-06-03
1546,SPARTAN GROVE ST,,Ward 20,4M-1479,15,***CONTRACTOR***,Single,Osgoode,Construct a 1 storey detached dwelling,1,326552,2197,1403275,Construction,2014-06-03
100,STONEHAVEN DR,K2M 2H4,Ward 23,4M-981,,CONTRACTOR UNKNOWN,Institutional,Kanata,Interior alterations on the 1st floor of a 2 storey institutional building. (Elizabeth-Bruyere - Kindergarten),0,212180,9580,1403276,Construction,2014-06-03
3873,MAVIS ST,K1T 3P6,Ward 10,326,452 453,CONTRACTOR UNKNOWN,Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1403277,Pool Enclosure,2014-06-03
201,DAVE SMITH CRES,K4M 0B7,Ward 22,4M-1470,62,CLARIDGE HOMES (RIVER ROAD) INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1,346331,2330,1403278,Construction,2014-06-03
6547,WATERDOWN ST,K4P 0E7,Ward 20,4M-XXXX,70,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Osgoode,Construct a 2 storey detached dwelling,1,260120,1750,1403279,Construction,2014-06-03
6629,CALWOOD AVE,K4P 0E7,Ward 20,4M-1514,36,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Semi - Detached,Osgoode,"Construct a 2 Storey Semi - Detached with attached garages  Models: SB-4 Indus 2012 A,SB-6 Orion 2012 A",2,473715,3187,1403280,Construction,2014-06-03
6631,CALWOOD AVE,K4P 0E7,Ward 20,4M-1514,36,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Semi - Detached,Osgoode,"Construct a 2 Storey Semi - Detached with attached garages  Models: SB-4 Indus 2012 A,SB-6 Orion 2012 A",2,473715,3187,1403280,Construction,2014-06-03
6640,CALWOOD AVE,K4P 0E7,Ward 20,4M-1514,13,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Semi - Detached,Osgoode,"Construct a 2 Storey Semi - Detached with attached garages  Models: SB-4 Indus 2012 A,SB-6 Orion 2012 A",2,473715,3187,1403281,Construction,2014-06-03
6642,CALWOOD AVE,K4P 0E7,Ward 20,4M-1514,13,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Semi - Detached,Osgoode,"Construct a 2 Storey Semi - Detached with attached garages  Models: SB-4 Indus 2012 A,SB-6 Orion 2012 A",2,473715,3187,1403281,Construction,2014-06-03
663,ECHO DR,K1S 1P2,Ward 17,112,8,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,15000,-861,1403282,Demolition,2014-06-03
663,ECHO DR,K1S 1P2,Ward 17,112,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 3-storey detached dwelling,1,459457,3091,1403283,Construction,2014-06-03
293,FIRST AVE,K1S 2G7,Ward 17,89469,78,POOLARAMA SWIMMING POOLS,Single,Old Ottawa,Install and enclosure for an inground pool (rear yard),0,0,0,1403284,Pool Enclosure,2014-06-03
8555,CAMPEAU DR,,Ward 4,,pt lot 3,CONTRACTOR UNKNOWN,Retail,Kanata,Tenant fit up in a 1 storey retail building (Tanger Outlet - Tommy Hilfiger - Unit #580),0,373421,10049,1403285,Construction,2014-06-03
100,BAYSHORE DR,K2B 8C1,Ward 7,,,BROFORT INC.,Retail,Nepean,Tenant fit up on the 2nd floor of a 3 storey retail building ( Bayshore CC - Fido),0,7999,150,1403286,Construction,2014-06-03
1408,LAROSE AVE,K1Z 7X7,Ward 16,346,813,ALL AROUND FENCING LTD.,Single,Old Ottawa,Remove and replace deck (rear yard),0,6500,0,1403287,Construction,2014-06-03
1149,GLADSTONE AVE,K1Y 3H7,Ward 15,106706,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations in a 3 storey elementary school (Connaught Public School),0,150000,4306,1403288,Construction,2014-06-03
217,KILSPINDIE RIDGE,,Ward 22,,117,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 2200D Nipissing 2013 A,1,275132,1851,1403289,Construction,2014-06-03
5864,RED CASTLE RIDGE,K4M 0A7,Ward 20,4M-1406,19,MERMAID POOLS (OGILVIE ROAD),Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,1403290,Pool Enclosure,2014-06-03
269,TRAILGATE ST,K1V 0Z7,Ward 22,4M-1349,59,"YANRONG, ZHANG",Single,Gloucester,Construct a deck (rear yard),0,9800,538,1403291,Construction,2014-06-03
988,ROSSBURN CRES,K2J 0G4,Ward 3,4M-1394,48,***CONTRACTOR***,Single,Nepean,Construct a deck (rear yard),0,4600,91,1403292,Construction,2014-06-03
640,BIRCHLAND CRES,K2S 0S8,Ward 6,4M-1447,25,CUT RITE CONSTRUCTION,Single,Goulbourn,Construct a deck (rear yard),0,4000,108,1403293,Construction,2014-06-03
164,COLONNADE RD S,K2E 7J5,Ward 9,,29,CONTRACTOR UNKNOWN,Office,Nepean,Interior/exterior alterations to replace 3 rooftop HVAC units and 2 unit heaters (OC Transpo),0,25000,1,1403294,Construction,2014-06-03
6774,CEDAR ACRES DR,K4P 1G3,Ward 20,,6,MERMAID POOLS (OGILVIE ROAD),Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,1403295,Pool Enclosure,2014-06-03
7,TEEVENS DR,K2J 2E3,Ward 3,M-196,379,***CONTRACTOR***,Single,Nepean,Construct a 1 storey addition and interior alterations in a detached dwelling  (rear yard),0,100000,690,1403296,Construction,2014-06-03
27,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
29,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
31,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
33,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
35,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
37,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
39,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
41,DUNDALK PRIV,K2J 0J5,Ward 3,4M-1509,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle,The Classic (Model C) 2012 A,The Classic (Model C) 2012 A,The Players 2012 Middle",8,1520879,10232,1403297,Construction,2014-06-03
159,WINTHER AVE,K1H 6E1,Ward 18,608,96,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey addition on a 2 storey detached dwelling (rear yard),0,150194,960,1403298,Construction,2014-06-03
456,ASHBOURNE CRES,K2J 0P5,Ward 3,4M-1331,,MONARCH CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T9-3 2010 B,T9-4 2010 B,T9-7 2012 A,T9-3 2010 B,T9-4 2010 B,T9-5 2010 B",6,1049582,9415,1403299,Construction,2014-06-03
458,ASHBOURNE CRES,K2J 0P5,Ward 3,4M-1331,,MONARCH CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T9-3 2010 B,T9-4 2010 B,T9-7 2012 A,T9-3 2010 B,T9-4 2010 B,T9-5 2010 B",6,1049582,9415,1403299,Construction,2014-06-03
460,ASHBOURNE CRES,K2J 0P5,Ward 3,4M-1331,,MONARCH CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T9-3 2010 B,T9-4 2010 B,T9-7 2012 A,T9-3 2010 B,T9-4 2010 B,T9-5 2010 B",6,1049582,9415,1403299,Construction,2014-06-03
462,ASHBOURNE CRES,K2J 0P5,Ward 3,4M-1331,,MONARCH CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T9-3 2010 B,T9-4 2010 B,T9-7 2012 A,T9-3 2010 B,T9-4 2010 B,T9-5 2010 B",6,1049582,9415,1403299,Construction,2014-06-03
464,ASHBOURNE CRES,K2J 0P5,Ward 3,4M-1331,,MONARCH CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T9-3 2010 B,T9-4 2010 B,T9-7 2012 A,T9-3 2010 B,T9-4 2010 B,T9-5 2010 B",6,1049582,9415,1403299,Construction,2014-06-03
466,ASHBOURNE CRES,K2J 0P5,Ward 3,4M-1331,,MONARCH CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T9-3 2010 B,T9-4 2010 B,T9-7 2012 A,T9-3 2010 B,T9-4 2010 B,T9-5 2010 B",6,1049582,9415,1403299,Construction,2014-06-03
533,PEERLESS ST,K2J 6A5,Ward 3,,19,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 1 storey detached dwelling,1,230243,1549,1403300,Construction,2014-06-03
179,LONGPRE ST,K1L 7J5,Ward 12,471,16,***CONTRACTOR***,Single,Vanier,Construct a 2nd storey addition to a 1 storey detached dwelling (with attached garage),0,100000,1700,1403301,Construction,2014-06-03
1358,MORY ST,K1T 1C9,Ward 10,674,13,***CONTRACTOR***,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage,1,412625,2776,1403302,Construction,2014-06-03
110,PLACE D'ORLEANS DR,K1C 2L9,Ward 1,4M-,,AXXYS CONSTRUCTION,Retail,Cumberland,"Interior alterations on the 1st floor of a 2 storey retail building (Suites 1285, 1292, 1294, 1296, 1298 & 1299)",0,350000,2026,1403303,Construction,2014-06-03
508,TISDALE CRES,K1J 7A6,Ward 11,824,643,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations in the basement of a 1 storey detached dwelling,0,30000,923,1403304,Construction,2014-06-03
1108,TOMKINS FARM CRES,K4P 1M5,Ward 20,4M-655,24,***CONTRACTOR***,Single,Osgoode,Construct a 1 storey detached dwelling,1,585396,4280,1403305,Construction,2014-06-03
2045,BALHARRIE AVE,K1G 1G2,Ward 18,M-86,12,***CONTRACTOR***,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,537628,3617,1403307,Construction,2014-06-03
207,PENFIELD DR,K2K 1M8,Ward 4,847,828,OTTAWA GENERAL CONTRACTORS,Single,Kanata,Interior alterations on the 1st floor of a 1 storey detached dwelling,0,10000,147,1403308,Construction,2014-06-03
208,BLACK SAGE CRES,K1V 2J7,Ward 22,4M1328,57,SHANK POOLS,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0,0,0,1403309,Pool Enclosure,2014-06-03
170,BILLINGS AVE,K1H 5K9,Ward 18,129 E16,171,OTTAWA GENERAL CONTRACTORS,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0,37583,650,1403310,Construction,2014-06-03
550,KATNICK WAY,K2T 0E7,Ward 4,,SK144,RICHCRAFT HOMES LIMITED,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 50-05 2007 A,1,407868,2744,1403311,Construction,2014-06-03
578,PINAWA CIR,,Ward 3,4M-1423,247,POOL SCAPES,Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1403312,Pool Enclosure,2014-06-03
138,COUNTRY LANE W,K2L 1J7,Ward 23,809,309,POOL SCAPES,Single,Kanata,Install an enclosure for a semi inground pool (rear yard),0,0,0,1403313,Pool Enclosure,2014-06-03
8251,RANITA CRES,K0A 2P0,Ward 20,4M-712,14,POOL SCAPES,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,1403314,Pool Enclosure,2014-06-03
2237  -2,LAWN AVE,K2B 7B1,Ward 7,461,17,***CONTRACTOR***,Single,Old Ottawa,Construct an accessory dwelling unit in a 1 storey detached dwelling (basement),1,20000,560,1403315,Construction,2014-06-03
4607,BOUNDARY RD,K4B 1P5,Ward 19,,17,***CONTRACTOR***,Single,Cumberland,Construct a 1 storey addition to a 1 storey detached dwelling,0,20000,1004,1403316,Construction,2014-06-03
2381,RYAN DR,K2C 1K9,Ward 8,394911,633,"ST. MICHAEL, RAY",Single,Old Ottawa,Install a wood burning fireplace insert (main floor),0,2000,0,1403317,Construction,2014-06-03
2650,QUEENSVIEW DR,K2B 8H6,Ward 7,372212,325-326,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations in a 2 storey office building (Suite 150 & 200),0,160513,3853,1403318,Construction,2014-06-03
1858,RIDEAU GARDEN DR,K1S 1G6,Ward 17,407055,1,OAKWOOD BUILDERS,Single,Old Ottawa,Construct an attached garage,0,15000,339,1403319,Construction,2014-06-03
96,CAROLINE AVE,K1Y 0S9,Ward 15,M-52,629,M. WILLIAM CONSTRUCTION,Single,Old Ottawa,Finish the basement in a 1 storey detached dwelling,0,76000,915,1403320,Construction,2014-06-03
62,GRANDVIEW RD,K2H 8B2,Ward 7,4M-444,PT LOT 114,***CONTRACTOR***,Single,Nepean,Construct a 2 storey detached dwelling,1,520091,3499,1403321,Construction,2014-06-03
175,BRONSON AVE,K1R 6H2,Ward 14,2996,1 & 2,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Repairs to parking garage of a 12 storey apartment building,0,350000,9042,1403322,Construction,2014-06-03
5925,PERTH ST,K0A 2Z0,Ward 21,,,"RACCON, RICK",Retail,Goulbourn,Tenant fit-up on the 1st floor of a retail building (Milanno Pizza),0,40000,2023,1403323,Construction,2014-06-03
1642,ORFORD CRES,K4A 1V2,Ward 1,50M97,144,RIDEAU POOLS INC.,Single,Cumberland,Install an enclosure for an inground pool  (rear yard),0,0,0,1403324,Pool Enclosure,2014-06-03
161,LOUIS PASTEUR PRIV,K1N 6N5,Ward 12,4M-,,JUMEC CONSTRUCTION INC.,Institutional,Old Ottawa,"Interior alterations to the 1st level of an institutional building (Ottawa U, Main Campus - East & North entrance fit-up, Marion Hall)",0,260417,1938,1403325,Construction,2014-06-03
161,LOUIS PASTEUR PRIV,K1N 6N5,Ward 12,,,NICOLINI CONSTRUCTION AND ENGINEERING  LTD.,Institutional,Old Ottawa,"Interior alterations on the 1st floor which includes the enclosing of an existing loading dock to create additonal building floor area (Ottawa U, Marion Hall)",0,400000,100,1403326,Construction,2014-06-03
17,DE LA COTE-DES-NEIGES RD,K2G 2C3,Ward 8,375,1133 to 1136,FENCE MASTERS,Single,Nepean,Construct a deck (rear yard),0,4000,256,1403328,Construction,2014-06-04
126,MAPLE KEY PRIV,K1T 0E2,Ward 10,4M1290,,***CONTRACTOR***,Single,Gloucester,Construct a deck (rear yard),0,1440,144,1403329,Construction,2014-06-04
496,FOXHALL WAY,K2M 0G2,Ward 23,4M-1315,,CLUB PISCINE,Single,Kanata,Install an enclosure for an above ground pool (rear yard),0,0,0,1403330,Pool Enclosure,2014-06-04
8181,CAMPEAU DR,K2T 1B7,Ward 4,4M-938,,CONTRACTOR UNKNOWN,Retail,Kanata,Construct a 1 storey addition at the rear of a 1 storey retail building (Auto service Lube Drive-Thru),0,404366,3957,1403331,Construction,2014-06-04
50,RIDEAU ST,K1N 9J7,Ward 12,3922,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant Fit-up on the 2nd floor of a 3 storey retail building (Rideau Centre, Trattoria Tevere, Unit# FC-008)",0,130000,440,1403332,Construction,2014-06-04
112,FOWLER ST,K0A 2Z0,Ward 21,4M-,,***CONTRACTOR***,Detached Garage/Shed,Goulbourn,Construct a detached garage (side yard),0,30000,484,1403333,Construction,2014-06-04
1015,BANK ST,K1S 3W7,Ward 17,26085,PT LOTS 17-18,MADYSTA,Retail,Old Ottawa,Interior alterations on the service level of a 3 storey arena - north stadium  (Telus - Installation of a telecommunication equipment room),0,150000,360,1403334,Construction,2014-06-04
24,AYLMER AVE,K1S 2W9,Ward 17,36,1,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a detached garage (rear yard),0,4500,376,1403335,Construction,2014-06-04
