ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
8,WINSLOW CRT,K2B 8H1,Ward 7,M-188,14,CROSSFORD CONSTRUCTION,Single,Old Ottawa,Interior/Exterior alterations to the basement and 1st floor of a 1 storey detached dwelling,0,119928,3099,1405144,Construction,2014-08-01
50,RIDEAU ST,K1N 9J7,Ward 12,3922,1-10 67-72,GAVAN BROWN & ASSOCIATES,Retail,Old Ottawa,Tenant fit-up in a 4 storey retail building (Nordstrom Bazille),0,1204396,3875,1405145,Construction,2014-08-01
5583,PETTAPIECE CRES,K4M 1C5,Ward 21,4M-637,37,SKILLS & TOOLS 1323537 ONTARIO INC.,Detached Garage/Shed,Rideau,Construct a gazebo (rear yard),0,12000,193,1405146,Construction,2014-08-01
540,MELBOURNE AVE,K2A 1W5,Ward 15,235,26,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,9000,-1200,1405147,Demolition,2014-08-01
381,PRINCETON AVE,,Ward 15,4M-235,26,NOVERA HOMES CORP,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,503682,3389,1405148,Construction,2014-08-01
383,PRINCETON AVE,,Ward 15,4M-235,26,NOVERA HOMES CORP,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,503682,3389,1405148,Construction,2014-08-01
4840,WHISPERING WILLOW DR,K4B 1J1,Ward 19,,18,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a detached garage (rear yard),0,15000,672,1405150,Construction,2014-08-01
700,HUNT CLUB RD,K1V 1C3,Ward 10,,6,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,"Tenant fit-up in a 2 storey office building (Mortgage Brokers Inc, 1st floor, Unit 16)",0,20000,1076,1405151,Construction,2014-08-01
1106,WELLINGTON ST W,K1Y 2Y7,Ward 15,740,,YGC CONSTRUCTION,Office,Old Ottawa,Interior alterations on the 1st floor of a 3 storey commercial building (Canada post),0,7000,431,1405152,Construction,2014-08-01
20,GOLDORA PRIV,K2T 1K8,Ward 4,4M-1102,,CONTRACTOR UNKNOWN,Single,Kanata,Construct a deck (rear yard),0,6500,128,1405153,Construction,2014-08-01
2200,CONLEY RD,K2S 1B6,Ward 21,,15,***CONTRACTOR***,Detached Garage/Shed,Goulbourn,Construct a detached garage (side),0,8500,576,1405154,Construction,2014-08-01
350,BUENA VISTA RD,K1M 1C1,Ward 13,4M-69,,CONTRACTOR UNKNOWN,Institutional,Rockcliffe Park,"Construct a 1 storey sprinklered addition (rear yard), and interior alterations on the 1st floor of a 2 storey school (Rockcliffe Park Public School)",0,533868,2611,1405155,Construction,2014-08-01
561,FOXVIEW PL,K1K 4E1,Ward 13,PM270,,***CONTRACTOR***,Single,Old Ottawa,Finish the basement of a 2 storey detached dwelling,0,33999,915,1405157,Construction,2014-08-01
1994,HOLLYBROOK CRES,K1J 7Y6,Ward 11,837,810,OAKWOOD BUILDERS,Single,Gloucester,Interior alteration on the 1st floor of a 2 storey detached dwelling,0,25000,409,1405158,Construction,2014-08-01
420,PICKFORD DR,K2L 3R5,Ward 23,4M-4M532,1,"MILROY, JOE",Single,Kanata,Interior alterations to a 2 storey detached dwelling (remove a load bearing wall/add steel support beam),0,6000,108,1405159,Construction,2014-08-01
193,METCALFE ST,K2P 0S5,Ward 14,2996,50-53,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Tenant fit up on 1st floor of a 28 storey mixed use building (Sobey's),0,1251799,33687,1405160,Construction,2014-08-01
176,FOUNTAINHEAD DR,,Ward 2,4M1473,21,VALECRAFT HOMES LIMITED,Single,Gloucester,Construct a new 2 storey detached dweling,1,415597,2796,1405161,Construction,2014-08-01
19,LARGO CRES,K2G 3C8,Ward 8,401392,547,ABBAS AND COMPANY,Single,Nepean,Construct a 1 storey addition (rear yard),0,40430,272,1405162,Construction,2014-08-01
50,LARGO CRES,K2G 3C7,Ward 8,419808,300,***CONTRACTOR***,Single,Nepean,Construct a 1 storey addition to a 1 storey detached dwelling (rear yard),0,41619,280,1405163,Construction,2014-08-01
5446,EDGEWATER DR,K4M 1B4,Ward 20,,17,SPLASH POOLS & SPAS,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,1405164,Pool Enclosure,2014-08-01
5538,LOMBARDY DR,,Ward 20,4M830,30,1070501 ONTARIO INC / BARESITE CONSTRUCTION,Single,Osgoode,Construct a 1 storey detached dwelling with secondary dwelling unit,2,452008,3000,1405165,Construction,2014-08-01
324,OAKDALE AVE,K1Y 0E4,Ward 15,400,30,MAIN RENOVATIONS,Single,Old Ottawa,Construct a 2 storey addition to a 2 storey detached dwelling (rear yard),0,74320,500,1405166,Construction,2014-08-01
121,ELFIN GROVE,,Ward 6,4M1503,5,EQ HOMES,Single,Goulbourn,Constuct a 2 storey detached dwelling,1,321211,2161,1405167,Construction,2014-08-05
1848,D'AMOUR CRES,K1C 5H3,Ward 2,4M-419,198,PROMO LANDSCAPING,Single,Gloucester,Construct a deck (rear yard),0,14500,150,1405169,Construction,2014-08-05
2215,GLADWIN CRES,K1B 4K9,Ward 18,4M-,,GLENVIEW CONSTRUCTION LIMITED,Industrial,Old Ottawa,Tenant fit up on the 1st floor of an 1 storey industrial building (CBSA),0,1160000,43000,1405170,Construction,2014-08-05
757,FLEMING AVE,K1G 2Y8,Ward 18,728,207,***CONTRACTOR***,Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,25000,681,1405171,Construction,2014-08-05
2,VAN LANG PRIV,K1Z 1A6,Ward 15,262,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Construct a 1 storey Community Centre,0,750000,2680,1405172,Construction,2014-08-05
200,ELGIN ST,K2P 1L5,Ward 14,2996,55,PARALLEL 45 DESIGN GROUP LTD.,Office,Old Ottawa,Tenant fit up on the 10th floor of an 11 storey office building (Espial),0,420000,11464,1405177,Construction,2014-08-05
1765,RHODES CRES,K1H 5T1,Ward 18,4M-791,168,NEWFOUNDLANDSCAPE DESIGN & CONSTRUCTION,Single,Old Ottawa,Construct an attached screened deck with roof (frear yard),0,25000,660,1405178,Construction,2014-08-05
47,AVEIA PRIV,K4A 0X1,Ward 1,4M-1467,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,1239818,14953,1405183,Construction,2014-08-05
49,AVEIA PRIV,K4A 0X1,Ward 1,4M-1467,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,1239818,14953,1405183,Construction,2014-08-05
51,AVEIA PRIV,K4A 0X1,Ward 1,4M-1467,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,1239818,14953,1405183,Construction,2014-08-05
53,AVEIA PRIV,K4A 0X1,Ward 1,4M-1467,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,1239818,14953,1405183,Construction,2014-08-05
55,AVEIA PRIV,K4A 0X1,Ward 1,4M-1467,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,1239818,14953,1405183,Construction,2014-08-05
57,AVEIA PRIV,K4A 0X1,Ward 1,4M-1467,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,1239818,14953,1405183,Construction,2014-08-05
1723,TACHE WAY,K4A 2T2,Ward 1,50M-149,239,CONTRACTOR UNKNOWN,Single,Cumberland,PLUMBING ONLY - Relocate plumbing fixtures in a 2 storey detached dwelling (Kitchen),0,100,200,1405184,Construction,2014-08-05
49,MOORE ST,K0A 2Z0,Ward 21,4M-1183,14,MERMAID POOLS (OGILVIE ROAD),Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,1405185,Pool Enclosure,2014-08-05
200,MARCHE WAY,K1S 5J3,Ward 17,26085,17-18,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up in a 1 storey retail building (Lansdowne Building G, Lindt - Unit 107)",0,61611,1658,1405186,Construction,2014-08-05
62,BALD EAGLE CRES,,Ward 21,4M-1456,25,CEDARSTONE HOMES LIMITED,Single,Goulbourn,Construct a 1 storey detached dwelling,1,262647,1767,1405187,Construction,2014-08-05
116,GOURLAY LANE,K0A 1L0,Ward 5,,13,MALLARD CONSTRUCTION,Single,West Carleton,Construct a detached garage (side yard),0,36000,576,1405188,Construction,2014-08-05
2000,HORIZON DR,K0A 3H0,Ward 19,4M-1442,9,***CONTRACTOR***,Single,Cumberland,Construct a deck (rear yard),0,2640,264,1405190,Construction,2014-08-05
2217,RIVER MIST RD,K2J 0R8,Ward 3,4M1378,,***CONTRACTOR***,Rowhouse,Nepean,Interior alterations in a 3 storey rowhouse dwelling unit (main floor bathroom),0,1500,90,1405191,Construction,2014-08-05
204,MARETH WAY,K4M 0C9,Ward 22,4M-1481,RS21,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 31-08 Canmore 2011 B,1,327305,2202,1405193,Construction,2014-08-05
1220,OLD INNES RD,K1B 3V3,Ward 18,,25,KRISTA CONSTRUCTION LTD.,Industrial,Old Ottawa,Interior alterations in a 2 storey industrial building (Mag lock installation in central stairwell of building),0,3000,0,1405194,Construction,2014-08-05
3,PINEHURST AVE,K1Y 1K2,Ward 15,88291,112,***CONTRACTOR***,Single,Old Ottawa,Finish the basement of a 2 storey detached dwelling,0,10000,493,1405195,Construction,2014-08-05
73,LEIKIN DR,,Ward 22,,16-18,CONTRACTOR UNKNOWN,Office,Nepean,"Interior alterations in a 4 storey office building (MJN building, RCMP headquarters)",0,1264332,0,1405196,Construction,2014-08-05
3555,TRIM RD,K4B 1N2,Ward 19,,11,BUCKSAW CONSTRUCTION,Single,Cumberland,PLUMBING ONLY - Install plumbing in a 2 storey detached dwelling,0,800,0,1405197,Construction,2014-08-05
63,GROVE AVE,K1S 3A7,Ward 17,115269,117,***CONTRACTOR***,Semi - Detached,Old Ottawa,Construct a 3rd storey addition on to a 2 storey semi-detached dwelling,0,86400,581,1405198,Construction,2014-08-05
61,GROVE AVE,K1S 3A7,Ward 17,115269,117,"VULANOVIC, DAN",Semi - Detached,Old Ottawa,Construct a 3rd storey addition on a 2 storey semi-detached dwelling,0,86400,581,1405199,Construction,2014-08-05
841,CONTOUR ST,K1W 0G6,Ward 2,4M1450,14,***CONTRACTOR***,Single,Gloucester,Construct a deck (rear yard),0,1800,154,1405200,Construction,2014-08-05
487,FERNSIDE ST,K1T 0M2,Ward 20,4M1492,46,G. LEMAY CONSTRUCTION (2006) INC.,Single,Gloucester,Construct a detached dwelling with nanny suite in basement,2,376208,3263,1405201,Construction,2014-08-05
430,HAZELDEAN RD,K2L 1T9,Ward 23,4M-,,CONTRACTOR UNKNOWN,Retail,Kanata,"Creation of a demised suite for an A2 assembly occupany. Work includes demising wall construction, upper floor area changed from a mezzanine to a 2nd floor, tenant fit-up of the new suite. (Unit #5 - Kumon Learning Center)",0,47000,2800,1405202,Construction,2014-08-05
1433,WOODROFFE AVE,K2G 1W1,Ward 8,4M-348978,7,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit up to a 1 storey retail building (Red Stone Takeout, Unit #D)",0,50000,1400,1405203,Construction,2014-08-05
234,CLEMOW AVE,K1S 2B6,Ward 17,M11,57,***CONTRACTOR***,Single,Old Ottawa,Interior alterations in a 3 storey detached dwelling,0,10000,1,1405204,Construction,2014-08-05
1245,HENN DR,K4B 1M8,Ward 19,M-42,4,***CONTRACTOR***,Single,Cumberland,Install an enclosure for a hot tub (rear yard),0,0,0,1405206,Pool Enclosure,2014-08-05
205,GREENBANK RD,K2H 8K9,Ward 9,,31,ASTRON ENGINEERING AND CONSTRUCTION LTD.,Institutional,Nepean,Interior alterations to the 2nd floor of the administration office in a church,0,47115,1787,1405207,Construction,2014-08-05
90,ELGIN ST,K1P 0C6,Ward 14,3922,58 & 59,MOORE DESIGN CONSULTANTS,Office,Old Ottawa,"Tenant Fit-up on the 1st floor in a 17 storey office building (Olly Fresco's, Take-out, Unit 1)",0,229167,3983,1405208,Construction,2014-08-05
420,CLOVERDALE RD,K1M 0Y4,Ward 13,,92,ART HOUSE DEVELOPMENTS LIMITED,Single,Rockcliffe Park,Install an enclosure for a hot tub (rear yard),0,0,0,1405209,Pool Enclosure,2014-08-05
361 A,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 B,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 C,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 D,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 E,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 F,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 G,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 H,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 I,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 J,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 K,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
361 L,WOOD ACRES GROVE,,Ward 22,,,TARTAN FCJ HOMES INC. C/O FINDLAY CREEK PROPERTIES LTD.,Stacked Rowhouse,Gloucester,Construct a 3 storey 12 unit stacked dwelling,12,1230666,12701,1405210,Construction,2014-08-05
142,RUSKIN ST,K1Y 4C1,Ward 15,4M-207509,421,DESIGN CUBE,Single,Old Ottawa,Construct a 2 storey addition to a 2 storey detached dwelling (rear yard),0,141829,1134,1405211,Construction,2014-08-05
746,EASTBOURNE AVE,K1K 0H7,Ward 13,M-89,350,OTTAWA POOL AND PATIO LIMITED,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1405212,Pool Enclosure,2014-08-05
76,SHOULDICE CRES,K2L 1M9,Ward 23,4M-,,PROTECTIVE PLUMBING CANADA,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1405213,Construction,2014-08-05
945,HOWIE RD,K0A 1L0,Ward 5,,PART LOT 9,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey addition to a 2 storey detached dwelling (rear yard),0,40876,275,1405214,Construction,2014-08-05
382,WHITBY AVE,,Ward 15,4M-179,PT LOT 20,FALSETTO HOMES,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,432107,3787,1405215,Construction,2014-08-05
384,WHITBY AVE,,Ward 15,4M-179,PT LOT 20,FALSETTO HOMES,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,432107,3787,1405215,Construction,2014-08-05
108,GLAMORGAN DR,K2L 1R4,Ward 23,886,853,PROTECTIVE PLUMBING CANADA,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1405216,Construction,2014-08-05
1515,CLAYMOR AVE,K2C 1T2,Ward 16,455,49,HOSKINS RESTORATION SERVICES (OTTAWA),Single,Old Ottawa,Repair concrete slab in attached garage,0,10000,250,1405217,Construction,2014-08-06
4984,STONECREST RD,K0A 3M0,Ward 5,,PT LOT 23,BLACK CAT CHIMNEY SWEEPS AND RESTORATION,Single,West Carleton,Install a pellet stove in the basement of a detached dwelling,0,3000,19,1405218,Construction,2014-08-06
170,TUNNEY'S PASTURE DRWY,,Ward 15,396,34,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 7th floor of an 8 storey office building,0,205300,35080,1405219,Construction,2014-08-06
100,TUNNEY'S PASTURE DRWY,,Ward 15,396,34,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior alterations on the 11th, 14th and 19th floors of a  26 storey office building (R.H. Coats Building)",0,615900,44369,1405220,Construction,2014-08-06
68,MELROSE AVE,K1Y 1V1,Ward 15,201,2163,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to add a roof to a 2nd storey balcony to a 2 storey detached dwelling,0,10000,340,1405222,Construction,2014-08-06
528,LEIMERK CRT,K4M 0E8,Ward 21,4M-1441,11,***CONTRACTOR***,Single,Rideau,Construct a 2 storey detached dwelling,1,589358,3965,1405223,Construction,2014-08-06
347,MEADOWBREEZE DR,K2M 0K3,Ward 23,4M-1499,16,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Elm 2012 B,1,281821,1896,1405224,Construction,2014-08-06
8,ADELAIDE ST,K1S 3S1,Ward 17,33446,"14,15",***CONTRACTOR***,Single,Old Ottawa,Replace a deck (side yard),0,2000,65,1405225,Construction,2014-08-06
193,FLOWING CREEK CIR,,Ward 23,,103,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Baycliffe 2011 A,1,223257,1502,1405226,Construction,2014-08-06
117,COUNTRY CARRIAGE WAY,K0A 1L0,Ward 5,4M-1194,33,***CONTRACTOR***,Single,West Carleton,Construct a rec room in the basement of 1 storey detached dwelling,0,17279,465,1405227,Construction,2014-08-06
597,EASTVALE DR,K1J 6Z4,Ward 11,824,469,FIREPLACE CENTRE & PATIO SHOP,Single,Gloucester,Install a woodstove in a detached dwelling (basement),0,4000,1,1405228,Construction,2014-08-06
2155,FILLMORE CRES,K1J 6A1,Ward 11,824,420,***CONTRACTOR***,Single,Gloucester,Interior alterations in a 1storey detached dwelling,0,25000,1200,1405229,Construction,2014-08-06
36,LEWIS ST,K2P 0S3,Ward 14,15558,61,OUDA PROJECT MASTER'S INC,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,287990,1938,1405230,Construction,2014-08-06
36,LEWIS ST,K2P 0S3,Ward 14,15558,61,OUDA PROJECT MASTER'S INC,Demolition,Old Ottawa,Demolish a 2.5 storey detached dwelling,-1,10000,-753,1405233,Demolition,2014-08-06
553,ROUNCEY RD,K2V 0C5,Ward 6,,2148,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: BS32-2 2014 A,1,332359,2236,1405234,Construction,2014-08-06
1259,STITTSVILLE MAIN ST,K2S 2E4,Ward 6,4M1103,,TERLIN CONSTRUCTION LTD,Retail,Goulbourn,Interior/Exterior alterations to a 1 storey retail building (Tim Horton's),0,286000,3030,1405235,Construction,2014-08-06
96,CENTREPOINTE DR,K2G 6B1,Ward 8,4M-825,,TERLIN CONSTRUCTION LTD,Office,Nepean,"Tenant fit-up in a 2 storey office building (Dr. A. Barta-Sima, Unit #9)",0,180000,2221,1405236,Construction,2014-08-06
123,SLATER ST,K1P 5H2,Ward 14,3922,48-49,THOMAS FULLER CONSTRUCTION CO. (1958) LIMITED,Office,Old Ottawa,Tenant fit up on the 2nd to 5th floor of a 11 storey office building (Welch LLP),0,1833333,36479,1405237,Construction,2014-08-06
827,ALPINE AVE,K2B 5R5,Ward 7,348,135,***CONTRACTOR***,Demolition,Old Ottawa,Demolish a 1 storey detached dwellling,-1,10000,-800,1405238,Demolition,2014-08-06
304,FIRST AVE,K1S 2G8,Ward 17,97429,99,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 2 storey addition to a 3 storey apartment building (rear),0,197099,1768,1405239,Construction,2014-08-06
63,COUNTRY LANE E,K2L 1H9,Ward 23,809,242,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1405240,Construction,2014-08-06
1780,BELCOURT BLVD,K1C 1M5,Ward 2,,2,LUC LAVOIE DESIGN & DRAFTING,Demolition,Gloucester,Demolish a 1 storey single family residence used as an illegal Marijuana Grow Operation,-1,5000,-1250,1405241,Demolition,2014-08-06
8555,CAMPEAU DR,K2T 0K5,Ward 4,4M-,3,TERLIN CONSTRUCTION LTD.,Retail,Kanata,Tenant fit-up in a 1 storey retail building (Tanger Outlet - Glamour Secrets - Unit #835),0,41954,1129,1405242,Construction,2014-08-06
2491,FERRY ROAD LANE,K4C 1C6,Ward 19,,15,***CONTRACTOR***,Single,Cumberland,Construct a 1 storey detached dwelling,1,242760,1633,1405243,Construction,2014-08-06
6,DOMUS CRES,K2H 6A2,Ward 8,421389,38,***CONTRACTOR***,Single,Nepean,Convert carport into detached garage (side yard),0,6000,280,1405245,Construction,2014-08-06
1445,LOUGH DR,K4C 1A9,Ward 19,4M-33,16,MR. FOUNDATION INC.,Single,Cumberland,Remove and replace part of the foundation wall on a 1 storey detached dwelling (garage),0,20000,340,1405246,Construction,2014-08-06
25,IMPERIAL AVE,K1S 3C9,Ward 17,189959,"11,12",ADCOR CONSTRUCTION,Detached Garage/Shed,Old Ottawa,Remove and replace a detached garage (rear yard),0,10000,220,1405247,Construction,2014-08-06
197,SECOND AVE,K1S 2H6,Ward 17,76125,50,ADCOR CONSTRUCTION,Single,Old Ottawa,Repair 2 storey porch on a 3 storey detached dwelling,0,10000,70,1405248,Construction,2014-08-06
37,THIRD AVE,K1S 2J5,Ward 17,35085,15,ERIC'S CONCRETE & MASONRY SERVICES LTD.,Semi - Detached,Old Ottawa,Repairs of a foundation of a 2 storey detached dwelling,0,43000,570,1405249,Construction,2014-08-06
145,ROBERTLEE DR,,Ward 5,852,11,RIVINGTON HOMES LTD.,Single,West Carleton,Construct a garage addition to a 1 storey detached dwelling (enlarge to a 2-car garage),0,20000,425,1405250,Construction,2014-08-06
14,TREYMORE CRT,K2E 7H9,Ward 9,645780,338,***CONTRACTOR***,Single,Nepean,Exterior alterations to a 2 storey detached dwelling (Front entrance canopy),0,4500,160,1405251,Construction,2014-08-06
340,LEGGET DR,K2K 1Y6,Ward 4,M-280,,KANATA RESEARCH PARK,Office,Kanata,Interior alterations in a 1 storey office building (storage racks),0,49091,9000,1405252,Construction,2014-08-06
1091,LUESBY CRES,K4A 4Y4,Ward 19,4M-1217,115,CAMPBELL POOLS (YOUVILLE),Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,1405253,Pool Enclosure,2014-08-07
136,AUGUST LILY CRES,K1V 2E3,Ward 22,4M1328,37,CAMPBELL POOLS (YOUVILLE),Single,Gloucester,Install an enclosure of an inground pool (rear yard),0,0,0,1405254,Pool Enclosure,2014-08-07
360,LAURIER AVE W,K1P 1C8,Ward 14,2996,28 29,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 10th floor of an 11 storey office building (Citizenship & Immigration Canada),0,39000,4090,1405255,Construction,2014-08-07
300,MARCH RD,K2K 2E2,Ward 4,,6,CONTRACTOR UNKNOWN,Office,Kanata,"Tenant fit-up on the 3rd floor of a 6 storey office building (Suite 301, MSI)",0,48000,1900,1405256,Construction,2014-08-07
166,CLEMOW AVE,K1S 2B4,Ward 17,4M-8,41,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey porch (front),0,20000,408,1405257,Construction,2014-08-07
1035,MOODIE DR,K2R 1H4,Ward 21,,PT LOT 22,BARBICAN CONSTRUCTION,Mixed,Nepean,Construct a 1 storey steel building,0,1501402,19036,1405258,Construction,2014-08-07
