ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
558,MELBOURNE AVE,K2A 1W8,Ward 15,235,28,DOYLE HOMES,Demolition,Old Ottawa,Demolish a 2 storey duplex,-2,10000,-2000,1204105,Demolition,2012-07-03
8047,BLACK WILLOW LANE,K0A 2P0,Ward 20,4M-964,27,***CONTRACTOR***,Single,Osgoode,Construct a 1 storey detached dwelling with attached garage,1,177444,2099,1204106,Construction,2012-07-03
2116,MONTREAL RD,K1J 6M7,Ward 11,,PT LOT 16,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit-up in a 1 storey retail building (Rexall),0,500000,1435,1204107,Construction,2012-07-03
7705,BANK ST,K0A 2P0,Ward 20,,26,***CONTRACTOR***,Single,Osgoode,Construct an attached covered deck and patio in the rear yard of a 1 storey detached dwelling,0,5000,192,1204108,Construction,2012-07-03
1830,PETER ROBINSON RD,K0A 1L0,Ward 5,4R-17970,18,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey detached dwelling with attached garages,1,275000,3412,1204110,Construction,2012-07-03
3095,ST. JOSEPH BLVD,K1E 3W6,Ward 1,50M-165,,CONTRACTOR UNKNOWN,Retail,Cumberland,"Tenant fit up in a 1 storey retail building (St. Martha's Brasserie D'Orleans, Unit 503)",0,65000,1650,1204111,Construction,2012-07-03
170,STONEWAY DR,K2G 6R2,Ward 22,,17,OZZ SOLAR,Institutional,Nepean,Install 12 solar panels on the roof of a 2 storey institutional building (Adrian Clarkson Elementary) 286 modules.  (103- 3 panels x 1 Panel),0,50000,11280,1204112,Construction,2012-07-03
100,BAYSHORE DR,K2B 8C1,Ward 7,465465,17 & PT 18,LES ENTREPRISES K.C.E. INC.,Retail,Nepean,Interior alterations to an existing Vanellis (unit T47)) on the third floor of an existing three storey shopping centre (Bayshore Shopping Centre),0,42000,400,1204113,Construction,2012-07-03
149,IVY CRES,K1M 1X7,Ward 13,98806,"60, 61",CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition at the side of house and interior alterations in a 2 storey detached dwelling,0,15562,208,1204114,Construction,2012-07-03
681,SUNBURST ST,K1T 0L2,Ward 22,4M-,71,CLARIDGE HOMES (LEITRIM) INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Helsinki 2007 B,1,170930,2299,1204115,Construction,2012-07-03
443,MCARTHUR AVE,K1K 1G3,Ward 13,300,153-154,BBS CONSTRUCTION (ONTARIO) LTD.,Demolition,Old Ottawa,Demolish a 1 storey retail building,0,20000,-1802,1204116,Demolition,2012-07-03
1331,CLYDE AVE,,Ward 16,4M-,pt lot N,BROCCOLINI CONSTRUCTION,Office,Old Ottawa,"Tenant fit-up on the 3rd, 4th, and 5th floors of a 5 storey office building (Stantec)",0,1800000,53391,1204117,Construction,2012-07-03
41,BARRIE AVE,K1Y 1W3,Ward 15,114036,"206,209,210",CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove an attached 1 car garage and replace a 2 storey addition at the side and 1 storey at the rear of a 2 storey detached dwelling,0,90000,269,1204118,Construction,2012-07-03
1375,MORLEY BLVD,K2C 1R4,Ward 16,512,35,***CONTRACTOR***,Single,Old Ottawa,Remove and replace a garage at the side of a 1 storey detached dwelling,0,10000,290,1204119,Construction,2012-07-03
83,LAUREL ST,K1Y 3E4,Ward 15,73,14,OAKWOOD BUILDERS,Single,Old Ottawa,Construct a porch at the front of a 2 storey detached dwelling,0,12000,140,1204120,Construction,2012-07-03
1766,WINDFLOWER WAY,K1C 5Y9,Ward 2,4M-497,368/369,***CONTRACTOR***,Detached Garage/Shed,Gloucester,Construct a garden shed in the rear yard of a detached dwelling,0,15000,240,1204121,Construction,2012-07-03
939,WEST ST,,Ward 19,,14,CAMPBELL POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1204122,Pool Enclosure,2012-07-03
1948,PLAINHILL DR,K4A 0G1,Ward 19,4M-1313,199,CAMPBELL POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1204123,Pool Enclosure,2012-07-03
237,CLARE ST,K1Z 7E1,Ward 15,259,"104 PT 103, 105",CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in the basement of a 2 storey detached dwelling,0,15000,368,1204124,Construction,2012-07-03
128,PIMPRENELLE TER,K1E 3S5,Ward 19,50M-140,177,CAMPBELL POOLS,Single,Cumberland,Enclosure of above ground pool in the rear yard of a detached dwelling,0,0,0,1204125,Pool Enclosure,2012-07-03
170,CHARLIE'S LANE,K0A 1L0,Ward 5,4M-1184,53,FENCE MASTERS,Rowhouse,West Carleton,Construct a deck in the rear yard of a 2 storey rowhouse,0,6000,260,1204126,Construction,2012-07-03
82,STONEPATH CRES,K2S 1S4,Ward 6,4M-913,45,POOL BUILDERS OTTAWA,Single,Goulbourn,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1204127,Pool Enclosure,2012-07-03
89,HUNTSMAN CRES,K2M 1H8,Ward 23,M-183,141,URBANDALE CORPORATION,Single,Kanata,Substantial replacement of pool enclosure in the rear yard of a detached dwelling,0,0,0,1204128,Pool Enclosure,2012-07-04
87,HUNTSMAN CRES,K2M 1H8,Ward 23,M-183,142,URBANDALE CORPORATION,Single,Kanata,Substantial replacement of pool enclosure in the rear yard of a detached dwelling,0,0,0,1204129,Pool Enclosure,2012-07-04
65,ROCHELLE DR,,Ward 21,,,CEDARSTONE HOMES LIMITED,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage (Model: Richmond 3BR),1,275000,1900,1204131,Construction,2012-07-04
2730,SWANSEA CRES,K1G 6R8,Ward 10,4M-,3,SIMLUC CONTRACTORS LTD,Industrial,Old Ottawa,Construct a 1 storey industrial building (Shell Only),0,2640000,44672,1204132,Construction,2012-07-04
1151,PARISIEN ST,K1B 4W4,Ward 11,,26,CONTRACTOR UNKNOWN,Industrial,Gloucester,Tenant fit-up in a 1 storey industrial building,0,24782,2400,1204133,Construction,2012-07-04
1856,MONTMERE AVE,K4A 0L7,Ward 19,,355,RICHCRAFT HOMES LIMITED,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 35-03 Dellwood 2010 2A,1,161760,2168,1204134,Construction,2012-07-04
20,WYNRIDGE PL,K2M 2S8,Ward 23,4M-989,45,POOLARAMA SWIMMING POOLS,Single,Kanata,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1204135,Pool Enclosure,2012-07-04
3770,OLD RICHMOND RD,,Ward 8,,35,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations in a 2 storey institutional building (Bells Corners Elementary School),0,180000,1507,1204136,Construction,2012-07-04
214,MONTREAL RD,K1L 8L8,Ward 12,121,3 4 48 49 & 50,LAPLANTE BUILDERS LTD,Retail,Vanier,Interior alterations on the 5th floor of a 5 storey retail building (Fédération des Caisses Populaires de l'Ontario Inc.),0,232494,900,1204137,Construction,2012-07-04
1660,PRINCE OF WALES DR,K2C 1P4,Ward 16,,32,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations in a 2 storey institutional building (Carleton Heights Public School),0,180000,1938,1204138,Construction,2012-07-04
145,WOODRIDGE CRES,K2B 7T2,Ward 7,465465,,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations to a 2 storey institutional building (Bayshore Public School),0,300000,3229,1204139,Construction,2012-07-04
15,BRANCHWOOD ST,K2G 6X9,Ward 22,4M-1140,25,CONTRACTOR UNKNOWN,Single,Nepean,Construct a deck at the rear of a 2 storey detached dwelling,0,8500,25,1204140,Construction,2012-07-04
65,WATERFORD DR,K2E 7V4,Ward 9,368,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior alterations to replace railings on a 2 storey rowhouse (Unit 27),0,7034,131,1204141,Construction,2012-07-04
95,WATERFORD DR,K2E 7V4,Ward 9,368,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior alterations to replace railings on a 2 storey rowhouse (Unit 12),0,21802,373,1204142,Construction,2012-07-04
97,WATERFORD DR,K2E 7V4,Ward 9,368,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior alterations to replace railings on a 2 storey rowhouse (Unit 11),0,12290,290,1204143,Construction,2012-07-04
99,WATERFORD DR,K2E 7V4,Ward 9,368,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior alterations to replace wood railings on a 2 storey rowhouse unit (Unit 10),0,15787,679,1204144,Construction,2012-07-04
619,MUTUAL ST,K1K 1C3,Ward 13,659,9,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Construct an addition to a shed at the rear of a 1 storey detached dwelling,0,1440,72,1204145,Construction,2012-07-04
462,FOXHALL WAY,K2M 0G2,Ward 23,4M-1315,,***CONTRACTOR***,Rowhouse,Kanata,Construct a deck in the rear yard of a 2 storey rowhouse,0,2000,215,1204146,Construction,2012-07-04
136,PENFIELD DR,K2K 1M5,Ward 4,847,763,MULTI DRAIN,Single,Kanata,PLUMBING PERMIT ONLY- Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1204147,Construction,2012-07-04
3415,ROGER STEVENS DR,K0A 2T0,Ward 21,,12,CONTRACTOR UNKNOWN,Demolition,Rideau,Demolish a 2 storey detached dwelling,-1,5000,-829,1204148,Demolition,2012-07-04
178,CLARENCE ST,K1N 5P8,Ward 12,42482,24,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey addition at the rear and interior alterations to convert a 4 unit to a 15 unit apartment building,11,154440,6244,1204149,Construction,2012-07-04
520,HILSON AVE,K1Z 6C8,Ward 15,234,7,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Remove and replace balconies on 1st and 2nd floors of 2 storey apartment building,0,10000,161,1204151,Construction,2012-07-04
1788,GREY NUNS DR,K1C 1C5,Ward 1,889,PT LOT 13,***CONTRACTOR***,Single,Gloucester,Construct an addition above the garage and at the side of a 2 storey detached dwelling,0,52650,702,1204152,Construction,2012-07-04
2010,TRIM RD,K4A 0G4,Ward 19,4M-1307,,CONTRACTOR UNKNOWN,Retail,Cumberland,"Tenant fit-up in a 1 storey retail building - (Bananas Caribbean Grill, Unit # 13)",0,57015,1267,1204153,Construction,2012-07-04
343,PRESTON ST,K1S 1N4,Ward 14,13,PT 1561 TO 1568,PREMIERE CONSTRUCTION LTD,Office,Old Ottawa,"Tenant Fit-Up in a 12 storey office building - (Medical Clinic, Suite 200)",0,130000,4000,1204154,Construction,2012-07-04
7,TAMMELA CRT,K1T 2E7,Ward 10,4M-408,22,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition to the back of a 2 storey detached dwelling and addition above the garage,0,42000,699,1204155,Construction,2012-07-04
1401,STAR TOP RD,K1B 3W5,Ward 11,,24,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey gas bar,0,7500,-269,1204156,Demolition,2012-07-04
144,PARKROSE PRIV,K4A 0N8,Ward 1,4M-1357,,SERVICE MASTER OF OTTAWA,Rowhouse,Cumberland,Exterior alterations to repair fire damage to the front facade of a 2 storey rowhouse,0,18000,108,1204157,Construction,2012-07-04
65,REMEMBRANCE CRES,K1G 6P6,Ward 18,4M-1115,,***CONTRACTOR***,Single,Old Ottawa,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1204158,Pool Enclosure,2012-07-04
3,QUALICUM ST,K2H 7G9,Ward 8,447764,139  140,OAKWOOD BUILDERS,Single,Nepean,Interior alterations to a 2 storey detached dwelling,0,60000,1797,1204159,Construction,2012-07-04
360,ELGIN ST,K2P 1M8,Ward 14,26981,5,6275508 CANADA INC.,Retail,Old Ottawa,Interior alterations in the basement of a 2 storey retail building (The Standard Luxury Tavern),0,6000,54,1204160,Construction,2012-07-04
78,DALLAIRE CRES,,Ward 21,D28 U37,,CONTRACTOR UNKNOWN,Single,Goulbourn,Interior alterations to install a lift in a 1 storey detached dwelling,0,23000,280,1204161,Construction,2012-07-04
230,GREENSWAY AVE,K1L 7V4,Ward 12,439,8,CONTRACTOR UNKNOWN,Single,Vanier,Construct a 2 storey addition at the rear of a 2 storey detached dwelling,0,250000,1200,1204162,Construction,2012-07-04
45,MARQUETTE AVE,K1L 5K3,Ward 12,M-25,227 - 226,COLLINS CONTRACTING,Apartment,Vanier,Construct an addition at the rear and interior alterations to convert a duplex into a 4 unit apartment building,2,276000,1980,1204163,Construction,2012-07-04
1469,WATER'S EDGE WAY,K4P 0C6,Ward 20,4M-1398,39,MCI POOLS,Single,Osgoode,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1204164,Pool Enclosure,2012-07-04
391,BRANT ST,K1L 6V5,Ward 12,337,"14 PT 13, 15",CONTRACTOR UNKNOWN,Single,Vanier,Interior alterations to the basement of a 1-storey duplex.,0,6500,1000,1204165,Construction,2012-07-04
2198,SUNSET COVE CIRC,K2J 0T8,Ward 3,4M-1378,13,AT YOUR REQUEST HOME RENOVATIONS,Single,Nepean,Construct a deck at the rear yard of a 2 storey detached dwelling,0,10000,192,1204166,Construction,2012-07-04
100,MURRAY ST,K1N 0A1,Ward 12,P42482,,GIAMBERARDINO CONTRACTING INC.,Office,Old Ottawa,Interior alterations on the 1st floor of a 5 storey office building,0,200000,4295,1204167,Construction,2012-07-05
5256,BARNSDALE RD,K0A 2Z0,Ward 21,,6,CANTERRA DESIGN AND CONSULTING,Farm,Nepean,Construct a 1 storey storage/horse barn in the rear yard of a 2 storey detached dwelling,0,46290,1852,1204168,Construction,2012-07-05
312,BELL ST S,K1S 4K2,Ward 17,82717,PT C,LEVEL CONSTRUCTION,Semi - Detached,Old Ottawa,Finish a basement in 2 storey semi-detached dwelling,0,20000,500,1204169,Construction,2012-07-05
15,HAMPTON AVE,K1Y 0N1,Ward 15,M-47,2786,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to the basement of a 2 storey detached dwelling,0,10000,120,1204170,Construction,2012-07-05
5637,MAKLYNNE WAY,,Ward 19,4M-1442,6,561572 ONTARIO LTD,Single,Cumberland,Construct a 2 storey detached dwelling with attached 2 car garage,1,380000,2745,1204171,Construction,2012-07-05
14,FOUR SEASONS DR,K2E 7P8,Ward 9,4M-345,,CONTRACTOR UNKNOWN,Institutional,Nepean,Relocate a portable classroom at the rear of a 1 storey institutional building (Laurier-Carriere School),0,6000,775,1204172,Construction,2012-07-05
960,CARLING AVE,K1A 0Z2,Ward 16,32,,BLACK AND MCDONALD LIMITED          (RC),Office,Old Ottawa,"Interior alterations to a 4 storey office building (New Boiler Plants, Building #20)",0,2165000,3229,1204173,Construction,2012-07-05
1775,STONEBOAT CRES,K1C 1X1,Ward 1,M-150,127,YARDWORKS AND DESIGNS,Single,Gloucester,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1204174,Pool Enclosure,2012-07-05
155,CALAVERAS AVE,K2J 5K4,Ward 3,12229,89,***CONTRACTOR***,Single,Nepean,Finish basement in a 2 storey detached dwelling,0,5247,395,1204175,Construction,2012-07-05
602,LA VERENDRYE DR,K1J 7B8,Ward 11,818,378,OTTAWA STRUCTURAL RESIDENTIAL SERVICES LIMITED,Single,Gloucester,Exterior/Interior alterations to replace the top of garage foundation wall in a 2 storey detached dwelling,0,32750,100,1204176,Construction,2012-07-05
1160  -16,SHILLINGTON AVE,K1Z 7Z4,Ward 16,191,,OTTAWA STRUCTURAL RESIDENTIAL SERVICES LIMITED,Rowhouse,Old Ottawa,Exterior/Interior alterations to a 2 storey rowhouse (Unit 16 and 17),0,59200,40,1204177,Construction,2012-07-05
1160  -17,SHILLINGTON AVE,K1Z 7Z4,Ward 16,191,,OTTAWA STRUCTURAL RESIDENTIAL SERVICES LIMITED,Rowhouse,Old Ottawa,Exterior/Interior alterations to a 2 storey rowhouse (Unit 16 and 17),0,59200,40,1204177,Construction,2012-07-05
15,CULLEN CRT,K2G 4Z2,Ward 9,4M-432,96,KERR KARPENTRY LTD,Single,Nepean,Construct a 1 storey addition at the rear of a 2 storey detached dwelling,0,45000,172,1204178,Construction,2012-07-05
858,BANK ST,K1S 3W3,Ward 17,47389,2 3 4,CONTRACTOR UNKNOWN,Office,Old Ottawa,Install 55 solar panels on the roof of a 2 storey office building,0,39353,0,1204179,Construction,2012-07-05
1,ROSE ST,K1N 7S9,Ward 12,1223,13,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Upgrade to existing party wall between 1 and 3 Rose Street to the requirements of 9.10.11.2 as required for severance,0,10000,1076,1204180,Construction,2012-07-05
3,ROSE ST,K1N 7S9,Ward 12,1223,13,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Upgrade to existing party wall between 1 and 3 Rose Street to the requirements of 9.10.11.2 as required for severance,0,10000,1076,1204180,Construction,2012-07-05
325,RUSTIC HILLS CRES,K4A 5A8,Ward 1,4M-1228,61,CAMPBELL POOLS,Single,Cumberland,Enclosure of an ingound pool in the rear yard of a detached dwelling,0,0,0,1204181,Pool Enclosure,2012-07-05
242,POWELL AVE,K1S 2A5,Ward 17,M-20,86,K.S.K. CONSTRUCTION LTD,Single,Old Ottawa,Exterior alterations to repair the foundation of a 2 storey detached dwellling,0,24000,84,1204182,Construction,2012-07-05
1950,MERIVALE RD,K2G 5T5,Ward 9,402435,26,CONTRACTOR UNKNOWN,Mixed,Nepean,Tenant fit-up on the 1st floor of 2 storey mixed use building (Nepean Motor Vehicle Licence Bureau),0,15000,2153,1204183,Construction,2012-07-05
2845,AHEARN AVE,K2B 6Z8,Ward 7,280,43,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Construct a shed in the rear yard of a 1 storey detached dwelling,0,5000,196,1204184,Construction,2012-07-05
1512,CAVERLEY ST,K1G 0Y1,Ward 18,605,232,CWW,Single,Old Ottawa,PLUMBING PERMIT ONLY - Install a mainline backwater valve on the sanitary sewer of a 2 storey detached dwelling,0,0,0,1204185,Construction,2012-07-05
1670,HERON RD,K1V 0C2,Ward 18,31,34-35,MCKEOWN CONTRACTING,Retail,Old Ottawa,Interior alterations to enclose the opening between the mall and call centre in a 1 storey retail building,0,30000,100,1204186,Construction,2012-07-05
17,COSTELLO AVE,K2H 7C3,Ward 8,467422,273,MERMAID POOLS (MERIVALE),Single,Nepean,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1204187,Pool Enclosure,2012-07-05
1670,HERON RD,K1V 0C2,Ward 18,31,34,MCKEOWN CONTRACTING,Demolition,Old Ottawa,Partially demolish the west end of a 1 storey retail building -Call Center (Phase 1).,0,9000,-65208,1204188,Demolition,2012-07-05
963,WINGATE DR,K1G 1S9,Ward 18,643,417,***CONTRACTOR***,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0,15000,524,1204189,Construction,2012-07-05
1459,OGILVIE RD,K1J 8K6,Ward 11,4M-854,,LAURIN GENERAL CONTRACTING,Retail,Gloucester,Tenant fit up in a 1 storey retail building (Epic Fitness Centre),0,59849,3000,1204190,Construction,2012-07-05
16,BURLINGTON CRES,K1T 3K9,Ward 10,4M-622,71,CONTRACTOR UNKNOWN,Single,Old Ottawa,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1204191,Pool Enclosure,2012-07-05
1053,CARLING AVE,K1Y 4E9,Ward 15,135079,,DRS CONSTRUCTION,Institutional,Old Ottawa,"Interior alterations on the 7th floor of an 8 storey institutional building (Ottawa Hospital - Acute Care Hospital, Medical Resident Study Area)",0,25000,1722,1204192,Construction,2012-07-05
59,SPADINA AVE,K1Y 2B8,Ward 15,73,13,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached garage,0,1500,-200,1204193,Demolition,2012-07-05
241,MEADOWBREEZE DR,K2M 3A6,Ward 23,4M-1225,,HICKORY DICKORY DECKS,Rowhouse,Kanata,Construct a deck in the rear yard of a 2 storey rowhouse,0,6000,197,1204194,Construction,2012-07-05
1606,PROULX DR,K4A 1T5,Ward 1,50M-97,202,NOVATECH DISASTER RESTORATION INC,Single,Cumberland,Interior alterations to repair fire damage on all floor of a 2 storey detached dwelling,0,203000,3700,1204195,Construction,2012-07-05
899,BELFAST RD,K1G 0Z4,Ward 18,725,,RUITER CONSTRUCTION LTD,Industrial,Old Ottawa,Construct a 1 storey addition at the rear and interior alterations to a 1 storey warehouse,0,2950000,37000,1204196,Construction,2012-07-05
2775,MOODIE DR,,Ward 21,RP 4R2109,20,CONTRACTOR UNKNOWN,Industrial,Nepean,"Construct three 1 storey industrial buildings (Phase III (8th, 9th & 10th buildings) - Barrhaven Bridlewood Self-Service Storage)",0,300000,12075,1204197,Construction,2012-07-05
7317,BLUE WATER CRES,K4P 0C5,Ward 20,4M-1398,27,THE FINER THINGS,Single,Osgoode,Construct 2 decks in the rear yard of a detached dwelling,0,25000,876,1204198,Construction,2012-07-05
961,SHERIDAN AVE,K1Z 6M4,Ward 16,4M-314,115,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck in the rear yard of a 2 storey detached dwelling,0,6000,194,1204199,Construction,2012-07-05
1541,MALEY LANE,K2W 1C5,Ward 5,4M-804,4,SPLASH POOLS & SPAS,Single,Kanata,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1204200,Pool Enclosure,2012-07-05
4,SWILKEN BURN,K2R 1C1,Ward 3,PM278,104,SPLASH POOLS & SPAS,Single,Nepean,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1204201,Pool Enclosure,2012-07-05
107,PARKDALE AVE,K1Y 1E6,Ward 15,,4,"TOMLINSON, R.W.",Demolition,Old Ottawa,Demolish a 2 storey detached dwelling and the 2 rear accessory buildings.,-1,11000,-94,1204202,Demolition,2012-07-05
101,PARKDALE AVE,K1Y 1E6,Ward 15,41,5,R.W. THOMLINSON LTD.,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling and the rear accessory building.,-1,7000,-646,1204203,Demolition,2012-07-05
99,PARKDALE AVE,K1Y 1E6,Ward 15,41,6,R.W. THOMLINSON LTD.,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling and rear accessory building.,-1,21000,-1938,1204204,Demolition,2012-07-05
105,PARKDALE AVE,K1Y 1E6,Ward 15,41,5,R.W. THOMLINSON LTD.,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling and the rear accessory building.,-1,7000,-646,1204205,Demolition,2012-07-05
1507,CENTURY RD E,,Ward 21,,5,CONTRACTOR UNKNOWN,Other,Rideau,Construct an accessory farm building in the rear yard of a detached dwelling,0,15000,2400,1204206,Construction,2012-07-05
4836,BOWESVILLE RD,K1X 1B9,Ward 20,,"20, 22, 23, 24",CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey detached dwelling and shed,-1,5000,-1500,1204207,Demolition,2012-07-05
92,FRANCES COLBERT AVE,K0A 1L0,Ward 5,4M-1298,21,***CONTRACTOR***,Single,West Carleton,Construct a deck at the rear of a 2 storey detached dwelling,0,2000,121,1204208,Construction,2012-07-05
106,TANSLEY DR,,Ward 5,4M-745,,CONTRACTOR UNKNOWN,Mixed,West Carleton,Construct a 2 storey mixed use building,0,325000,5200,1204209,Construction,2012-07-06
373,VANTAGE DR,K4A 3W2,Ward 19,,1,CONTRACTOR UNKNOWN,Office,Cumberland,Interior alterations in a 1 storey office building,0,53820,2691,1204210,Construction,2012-07-06
2005,SAVILLE ROW,K2A 1A3,Ward 7,318915,129,MACRAE CARPENTRY,Single,Old Ottawa,Construct a 2nd storey addition to a 1 storey detached dwelling,0,84075,1102,1204211,Construction,2012-07-06
