ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
709,TREADWAY PRIV,K2J 5T4,Ward 3,4M-1423,,MONARCH CORPORATION,Rowhouse,Nepean,Construct a 2 Storey Rowhouse with attached garages,6,717270,9498,1201624,Construction,2012-04-02
711,TREADWAY PRIV,K2J 5T4,Ward 3,4M-1423,,MONARCH CORPORATION,Rowhouse,Nepean,Construct a 2 Storey Rowhouse with attached garages,6,717270,9498,1201624,Construction,2012-04-02
264,MEADOWLILLY RD,K1T 0H4,Ward 22,4M-1385,208,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with attached garages - Custom Hawthorne 2011 and Custom Hawthorne 2011 rev,2,301440,3766,1201625,Construction,2012-04-02
266,MEADOWLILLY RD,K1T 0H4,Ward 22,4M-1385,208,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with attached garages - Custom Hawthorne 2011 and Custom Hawthorne 2011 rev,2,301440,3766,1201625,Construction,2012-04-02
554,CREEKVIEW WAY,K1T 0J9,Ward 22,4M-1426,44,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage (Model Oakridge A 2011),1,219230,2989,1201626,Construction,2012-04-02
130,RIOCAN AVE,K2J 5G4,Ward 22,4M-1218,,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant fit-up in a 1 storey retail building (Golden Restaurant),0,18400,0,1201627,Construction,2012-04-02
207,DUTCHMANS WAY,K2J 5W5,Ward 3,,17,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Westlynn 2007 A,1,209640,2852,1201628,Construction,2012-04-02
161,ELGIN ST,K2P 2L1,Ward 14,2996,58-59,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Tenant fit-up on the ground floor of a 7 storey institutional building (Tim Hortons, Ontario Provincial Couthouse)",0,97000,614,1201631,Construction,2012-04-02
299,QUEEN MARY ST,K1K 1W8,Ward 13,342,538-539,DFB ASSOCIATES,Apartment,Old Ottawa,"Interior repairs due to fire in a 2 storey,  4 unit apartment building",0,318536,2200,1201632,Construction,2012-04-02
301,QUEEN MARY ST,K1K 1W8,Ward 13,342,538-539,DFB ASSOCIATES,Apartment,Old Ottawa,"Interior repairs due to fire in a 2 storey,  4 unit apartment building",0,318536,2200,1201632,Construction,2012-04-02
303,QUEEN MARY ST,K1K 1W8,Ward 13,342,538-539,DFB ASSOCIATES,Apartment,Old Ottawa,"Interior repairs due to fire in a 2 storey,  4 unit apartment building",0,318536,2200,1201632,Construction,2012-04-02
305,QUEEN MARY ST,K1K 1W8,Ward 13,342,538-539,DFB ASSOCIATES,Apartment,Old Ottawa,"Interior repairs due to fire in a 2 storey,  4 unit apartment building",0,318536,2200,1201632,Construction,2012-04-02
589,DUNDONALD DR,K2J 5X1,Ward 3,,48,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Highwood 2011 B,1,147030,2029,1201633,Construction,2012-04-02
2935,AHEARN AVE,K2B 7A2,Ward 7,280,51,CONTRACTOR UNKNOWN,Other,Old Ottawa,Remove and replace wheelchair ramps ar the front of a 2 storey group home,0,15000,240,1201634,Construction,2012-04-02
37,WOODHILL CRES,K1B 3B7,Ward 2,805,153,CAMPBELL POOLS,Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1201635,Pool Enclosure,2012-04-02
1331,CLYDE AVE,,Ward 16,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,FOUNDATION ONLY - Construct a 5 storey office building including 2 level parking garage,0,1000000,60760,1201636,Construction,2012-04-02
583,DUNDONALD DR,K2J 5X1,Ward 3,,51,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Forestlane 2011 A,1,147100,2030,1201637,Construction,2012-04-02
581,DUNDONALD DR,K2J 5X1,Ward 3,,52,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Fernhaven 2011 B,1,129110,1773,1201638,Construction,2012-04-02
192,CHENOA WAY,K2J 0M4,Ward 3,4M-1423,50294,MONARCH CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Aspen 2010 A,1,217727,2968,1201639,Construction,2012-04-02
302,CENTERRA CRT,K2J 5T9,Ward 3,4M-1423,50179,MONARCH CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Juniper 2010 A,1,207960,2828,1201640,Construction,2012-04-02
307,SEAGRAM HGTS,,Ward 5,4M-1444,22,HOLITZNER HOMES (95) LTD.,Single,West Carleton,Construct a 1 storey detached dwelling with attached garage - Model Beechwood (2010),1,145000,1624,1201641,Construction,2012-04-02
333,SEAGRAM HGTS,,Ward 5,4M-1444,29,HOLITZNER HOMES INC.,Single,West Carleton,Construct a 2 storey detached dwelling with attached garage - (Model Oakvale 2012 Elev. A),1,197000,2526,1201642,Construction,2012-04-02
4750,BANK ST,K0A 2P0,Ward 22,,PT LOTS 18 AND 19,CONTRACTOR UNKNOWN,Retail,Gloucester,"Tenant fit-up in a 1 storey commercial building (Shawarma Bites, Unit 4a)",0,50000,1346,1201643,Construction,2012-04-02
268,MEADOWLILLY RD,K1T 0H4,Ward 22,4M-1385,207,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with attached garages - Models White Cedar 2011 and Magnolia G 2011 rev,2,296195,3741,1201644,Construction,2012-04-02
270,MEADOWLILLY RD,K1T 0H4,Ward 22,4M-1385,207,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with attached garages - Models White Cedar 2011 and Magnolia G 2011 rev,2,296195,3741,1201644,Construction,2012-04-02
146,COLONNADE RD S,,Ward 9,,29,OTTAWA COMMERCIAL CONTRACTORS LTD.,Office,Nepean,Interior alterations on the 1st floor of a 1 storey office building,0,140000,6250,1201645,Construction,2012-04-02
116,ALBERT ST,K1P 1C9,Ward 14,3922,49-51,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 9th floor of a 10 storey office building,0,350000,8191,1201646,Construction,2012-04-02
410,LAURIER AVE W,K1A 0L8,Ward 14,2996,22,GLENVIEW CONSTRUCTION LIMITED,Office,Old Ottawa,Interior alterations on the 3rd floor of an 11 storey office building,0,22000,400,1201647,Construction,2012-04-02
1385,WOODROFFE AVE,K2G 1V8,Ward 8,4R20144,,PCL CONSTRUCTION,Institutional,Nepean,Interior alterations on the 1st floor of a 2 storey institutional building (Algonquin College),0,0,15005,1201648,Construction,2012-04-02
2650,MARBLE CRES,K1V 8L8,Ward 16,749,259,SPRINGER BOYD CONTRACTING,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling,0,2000,100,1201649,Construction,2012-04-02
3777,STRANDHERD DR,K2J 4B1,Ward 3,,PT LOT 15,ALL COVER PORTABLE SYSTEMS,Retail,Nepean,TEMPORARY PERMIT ONLY- Erect a temporary tent for seasonal outdoor garden centre (Ross Independent),0,5000,0,1201650,Construction,2012-04-02
659,BIRCHLAND CRES,K2S 0S9,Ward 6,,80,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage (Model McKinley D2),1,190910,2581,1201651,Construction,2012-04-02
597,EASTVALE DR,K1J 6Z4,Ward 11,824,469,***CONTRACTOR***,Single,Gloucester,Interior alterations to the basement bathroom in a 1 storey detached dwelling,0,6000,48,1201652,Construction,2012-04-03
436,HAZELDEAN RD,K2L 1T9,Ward 23,,32,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations on the 2nd floor of a 2 storey mixed use building,0,30000,150,1201653,Construction,2012-04-03
2327,ST. LAURENT BLVD,K1G 4J8,Ward 10,5R-14526,1,SPACEFORM CONSTRUCTORS INCORPORATED,Office,Old Ottawa,Interior alterations to a 1 storey office building (Veritaaq),0,16500,800,1201654,Construction,2012-04-03
403,CATHERINE ST,K1R 5T6,Ward 14,30,12,AAA BUILDING SERVICES,Office,Old Ottawa,Interior alterations to a 2 storey office building,0,35000,683,1201655,Construction,2012-04-03
102,KING EDWARD AVE,K1N 7K8,Ward 12,3,2,CLEAN WATER WORKS INC,Single,Old Ottawa,PLUMBING PERMIT ONLY- Install mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1201656,Construction,2012-04-03
104,KING EDWARD AVE,K1N 7K8,Ward 12,3,2,CLEAN WATER WORKS INC,Semi - Detached,Old Ottawa,PLUMBING PERMIT ONLY - Install a mainline backwater valve on the sanitary sewer in a 2 storey semi-detached dwelling,0,0,0,1201657,Construction,2012-04-03
8473,VICTORIA ST,K0A 2P0,Ward 20,,20,VRIEND CONSTRUCTION LTD.,Single,Osgoode,Construct a 2 storey detached dwelling with attached 2 car garage,1,350000,2000,1201658,Construction,2012-04-03
174,LONGPRE ST,K1L 7J6,Ward 12,M27,34,***CONTRACTOR***,Apartment,Vanier,"Interior alterations in the basement of an existing 2 storey, 4 unit apartment building to create a fifth 1-bed unit",1,26180,900,1201659,Construction,2012-04-03
320,EAGLESON RD,,Ward 23,773,,URBAN ERA STONE CORP,Retail,Kanata,"Tenant fit up in a 1 storey retail building (Greco Lean & Fit Centre, Unit D0A)",0,250000,4895,1201660,Construction,2012-04-03
22,NOBLESSE AVE,K2G 6S4,Ward 22,4M1369,10,KEMPTVILLE POOL & SPA,Single,Nepean,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1201661,Pool Enclosure,2012-04-03
3832,CARP RD,K0A 1L0,Ward 5,,1/2 lot 19,CONTRACTOR UNKNOWN,Institutional,West Carleton,Interior alterations to a 1 storey institutional building (WE Johnston Arena),0,25000,1076,1201662,Construction,2012-04-03
1242,DONALD B. MUNRO DR,K0A 1L0,Ward 5,,21,***CONTRACTOR***,Single,West Carleton,Construct a wrap around porch on a 2 storey detached dwelling,0,10000,582,1201663,Construction,2012-04-03
3755,RIVERSIDE DR,,Ward 16,,4,C. GIAMBERARDINO CONTRACTING INC.,Office,Old Ottawa,Interior alterations on the 1st floor of a 6 storey office building,0,22442,211,1201664,Construction,2012-04-03
55,METCALFE ST,K1P 6L5,Ward 14,3922,"22, 23, 24",C. GIAMBERARDINO CONTRACTING INC.,Office,Old Ottawa,Interior alterations on the 5th floor of a 16 storey office building,0,40000,1307,1201665,Construction,2012-04-03
2296,PROSPECT AVE,K1H 7G4,Ward 18,296,114,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2nd storey addition on top of a 1 storey detached dwelling,0,100000,1000,1201666,Construction,2012-04-03
822,PLEASANT PARK RD,K1G 1Y9,Ward 18,707,142,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to create an accessory apartment in the basement of a 1 storey detached dwelling,1,32000,1054,1201667,Construction,2012-04-03
439,LANDSWOOD WAY,K2S 0A4,Ward 6,1291,97,BULAT HOMES LTD.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage (Model:  The Canterbury),1,156720,2096,1201668,Construction,2012-04-03
419,LANDSWOOD WAY,K2S 0A4,Ward 6,4M1291,100,BULAT HOMES LTD.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage,1,212800,2704,1201669,Construction,2012-04-03
408,LANDSWOOD WAY,K2S 0A3,Ward 6,4M-1291,1,BULAT HOMES LTD.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage,1,159590,2137,1201670,Construction,2012-04-03
2004,COLONIAL RD,K4B 1J1,Ward 19,,10,CONTRACTOR UNKNOWN,Demolition,Cumberland,Demolish a 2 storey detached dwelling,-1,1000,-1930,1201671,Demolition,2012-04-03
320,TOWHEE PL,K2J 5V4,Ward 3,,38,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Contruct a 2 storey detached dwelling with attached garage -  The Meadows,1,218530,2979,1201672,Construction,2012-04-03
103,BRAMBLING WAY,K2J 5V3,Ward 3,,67,TAMARACK (NEPEAN) CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Model:  5051 C),1,246040,3372,1201673,Construction,2012-04-03
260,CRESTVIEW RD,K1H 5G5,Ward 18,550,63,BRAMEL DEVELOPMENTS INC.,Single,Old Ottawa,Construct an addition of a new 2nd storey and attached garage to a detached dwelling.,0,175000,1507,1201674,Construction,2012-04-03
322,TOWHEE PL,K2J 5V4,Ward 3,,9,TAMARACK (NEPEAN) CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling with attached garage - (Model: 3613 A),1,200470,2721,1201675,Construction,2012-04-03
3,RIDGEFIELD CRES,K2H 6R8,Ward 8,379443,61,***CONTRACTOR***,Single,Nepean,Interior alterations to the 1st floor of a 1 storey detached dwelling,0,4035,269,1201676,Construction,2012-04-03
1460,COBE TER,K0A 2E0,Ward 21,4M-1360,14,HABITATION TRILLIUM HOMES INC.,Single,Rideau,Construct a 2 storey detached dwelling with attached garage,1,501000,1962,1201678,Construction,2012-04-03
208,LENNOX PARK AVE,K1G 0K4,Ward 18,567,169,MCI POOLS,Single,Old Ottawa,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1201679,Pool Enclosure,2012-04-03
1058,FIELDFAIR WAY,K4A 0E1,Ward 19,4M1313,118,CONTRACTOR UNKNOWN,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1201680,Pool Enclosure,2012-04-03
1425,CUMBERLAND RIDGE DR,K4C 1E1,Ward 19,M-53,15,***CONTRACTOR***,Single,Cumberland,Finish the basement in a 1 storey detached dwelling,0,8070,538,1201681,Construction,2012-04-03
194,MCELROY DR,K2L 1Y1,Ward 23,896,1204 W,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING PERMIT ONLY - Install a Protective Plumbing Device on City Sewers,0,0,0,1201682,Construction,2012-04-03
2,SPEARMAN LANE,K2L 1Y5,Ward 23,896 W,1187,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING PERMIT ONLY - Install a Protective Plumbing Device on City Sewers,0,0,0,1201683,Construction,2012-04-03
288,MCELROY DR,K2L 1Y4,Ward 23,896 E,PT LOT 1181,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING PERMIT ONLY - Install a Protective Plumbing Device on City Sewers,0,0,0,1201684,Construction,2012-04-03
300,EAGLESON RD,K2M 1C9,Ward 23,773,,ALL COVER PORTABLE SYSTEMS,Retail,Kanata,TEMPORARY PERMIT:  Erect a temporary tent for a seasonal outdoor garden centre (Laura's Independant Grocer),0,5000,3300,1201685,Construction,2012-04-03
971,RICHMOND RD,K2B 6R1,Ward 7,421,4,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,To demolish a 2 storey commercial building,0,10000,-1100,1201686,Demolition,2012-04-04
1161,DU GOUVERNEUR DR,K4C 1E2,Ward 19,4M-840,6,CONTRACTOR UNKNOWN,Single,Cumberland,Construct an accessory apartment in the basement of a 1 storey detached dwelling,1,60000,3600,1201687,Construction,2012-04-04
366,RIDEAU ST,K1N 5Y8,Ward 12,6,21,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Interior alterations to the 2nd and 3rd floor of a 3 storey mixed use building,0,18000,678,1201688,Construction,2012-04-04
1105,CARLING AVE,K1Y 4G5,Ward 15,157,1666,SPACEFORM CONSTRUCTORS INCORPORATED,Office,Old Ottawa,Tenant fit up on the 4th floor of a 4 storey office building (401),0,15000,750,1201689,Construction,2012-04-04
1200,ST. LAURENT BLVD,K1K 4K9,Ward 13,747,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit up on the 2nd floor of a 2 storey retail building (Bentley, Unit 245)",0,85000,0,1201690,Construction,2012-04-04
1026,BASELINE RD,K2C 0A6,Ward 9,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Construct a 1 storey addition to the front and existing beauty parlour alterations in a 3 storey institutional building Villa Marconi,0,150000,1913,1201691,Construction,2012-04-04
3817,CARP RD,K0A 1L0,Ward 5,,19,***CONTRACTOR***,Single,West Carleton,Construct a 2 storey addition and attached garage to a 2 storey detached dwelling,0,140000,1463,1201692,Construction,2012-04-04
716,PERCIFOR WAY,K1W 0E4,Ward 2,4M-1400,BLK 53,VALECRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 3, 2 storey rowhouses with attached garages, Models: Custom 254 Lausanne 2008 (x2); Custom 215 Monaco 2008",3,367600,4777,1201694,Construction,2012-04-04
718,PERCIFOR WAY,K1W 0E4,Ward 2,4M-1400,BLK 53,VALECRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 3, 2 storey rowhouses with attached garages, Models: Custom 254 Lausanne 2008 (x2); Custom 215 Monaco 2008",3,367600,4777,1201694,Construction,2012-04-04
720,PERCIFOR WAY,K1W 0E4,Ward 2,4M-1400,BLK 53,VALECRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 3, 2 storey rowhouses with attached garages, Models: Custom 254 Lausanne 2008 (x2); Custom 215 Monaco 2008",3,367600,4777,1201694,Construction,2012-04-04
310,SEAGRAM HGTS,,Ward 5,4M-1444,43,HOLITZNER HOMES (95) LTD.,Single,West Carleton,Construct a 1 storey detached dwelling with attached garages - Model Rosewood A (2010),1,175000,1911,1201696,Construction,2012-04-04
683,BIRCHLAND CRES,K2S 0S9,Ward 6,,87,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage (Model Kenwood 2011 - Elev c),1,188000,2402,1201697,Construction,2012-04-04
3520,MAGLADRY RD,,Ward 19,,17,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage,1,183300,2244,1201698,Construction,2012-04-04
59,MELVILLE DR,K2J 1W2,Ward 3,,19,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 1 storey detached dwelling,1,250000,2400,1201699,Construction,2012-04-04
15,BELL ST,K2S 1P3,Ward 6,3459,121 & 123,***CONTRACTOR***,Single,Goulbourn,Construct a front porch addition to  a 1 storey detached dwelling,0,4000,256,1201700,Construction,2012-04-04
840,NORTON AVE,K2B 5P6,Ward 7,348,181,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling with attached garage,-1,5000,-900,1201701,Demolition,2012-04-04
2280,ST. LAURENT BLVD,K1G 4K1,Ward 10,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up in a 1 storey office building (CHEO),0,240000,6103,1201702,Construction,2012-04-04
14,GRENWICH CIRC,K2C 4C6,Ward 16,4M-1090,130,ASHCROFT HOMES,Single,Old Ottawa,Construct a 2 Storey Single with attached garage  Model: Fifth Avenue 2010 Std,1,228120,3116,1201703,Construction,2012-04-04
12,GRENWICH CIRC,K2C 4C6,Ward 16,4M-1090,131,ASHCROFT HOMES,Single,Old Ottawa,Construct a 2 Storey Single with attached garage  Model: Fifth Avenue 2010 Std,1,228120,3116,1201704,Construction,2012-04-04
2379,OGILVIE RD,K1J 7N4,Ward 11,,Pt Lot 17,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish 1 storey commercial building (Daycare),0,500,-289,1201705,Demolition,2012-04-04
1443,WOODROFFE AVE,K2G 1W1,Ward 8,348978,7,CONTRACTOR UNKNOWN,Office,Nepean,Tenant fit up to a 1 storey office building,0,83340,2077,1201706,Construction,2012-04-04
2210,BANK ST,K1V 1J5,Ward 10,4M944,5,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to seperate  2 units in a 1 storey retail building,0,136000,5000,1201707,Construction,2012-04-05
121,TRAILSEDGE WAY,K1W 0G6,Ward 2,,55,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 44-05 2011 B 5BDR,1,236170,3231,1201708,Construction,2012-04-05
900,WILDCARROT CRES,K1V 2M7,Ward 22,,56 (R756),RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 50-06 2010 B,1,203760,2768,1201709,Construction,2012-04-05
7690,SOLDIER'S LINE,K0A 2Z0,Ward 21,,11,CONTRACTOR UNKNOWN,Single,Goulbourn,"Construct an addition, deck, porch, and interior alterations to a detached dwelling",0,132000,1044,1201710,Construction,2012-04-05
324,GRAMMOND CIRC,,Ward 19,,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T2 2007,T4 2007 opt 2nd floor,T1 2007,T6 2007",4,488040,6394,1201711,Construction,2012-04-05
326,GRAMMOND CIRC,,Ward 19,,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T2 2007,T4 2007 opt 2nd floor,T1 2007,T6 2007",4,488040,6394,1201711,Construction,2012-04-05
328,GRAMMOND CIRC,,Ward 19,,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T2 2007,T4 2007 opt 2nd floor,T1 2007,T6 2007",4,488040,6394,1201711,Construction,2012-04-05
330,GRAMMOND CIRC,,Ward 19,,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T2 2007,T4 2007 opt 2nd floor,T1 2007,T6 2007",4,488040,6394,1201711,Construction,2012-04-05
690,ECHO DR,K1S 1P3,Ward 17,105374,16,AMSTED CONSTRUCTION (RESTORAL) LTD.,Single,Old Ottawa,Interior alterations to the second floor of a 2 storey detached dwelling,0,25000,425,1201712,Construction,2012-04-05
5958,PRINCE OF WALES DR,K0A 2T0,Ward 21,,9,***CONTRACTOR***,Single,Rideau,Construct an accessory building in the front yard of a 1 storey single family dwelling,0,11000,404,1201713,Construction,2012-04-05
139,PENFIELD DR,K2K 1M4,Ward 4,847,704,MULTI-DRAIN INC,Single,Kanata,Install a Protective Plumbing Device on City Sewers,0,0,0,1201714,Construction,2012-04-05
139,POST RD,K2L 1L1,Ward 23,839,481,MULTI-DRAIN INC,Single,Kanata,Install a Protective Plumbing Device on City Sewers,0,0,0,1201715,Construction,2012-04-05
7,RIVERBANK CRT,K2S 1V7,Ward 6,4M-285,,HICKORY DICKORY DECKS,Single,Goulbourn,Construct a deck at the rear of a 2 storey rowhouse,0,7000,174,1201716,Construction,2012-04-05
10,MASSEY LANE,K1J 6C8,Ward 11,652,121,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a 1 storey detached dwelling with attached 3 car garage,1,500000,4144,1201717,Construction,2012-04-05
942,WILDCARROT CRES,K1V 2M6,Ward 22,,R789,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage - Model: Custom Foxden 43-08 Elev A rev,1,183051,2472,1201718,Construction,2012-04-05
